station_observations
Rain_Tot, Solar_Avg, WindDir_Std, Solar_Std, WS_Avg, WS_Std, Pressure, AirTC, time, RH, WindDir_Avg, DBTCDT
None, 0.0, 146.5, 0.0, 4.054, 1.046, 814.334, -10.04, 2012-01-06 07:15:00, 91.9, 96.0, 202.1
None, 0.0, 145.7, 0.0, 3.285, 0.597, 814.334, -10.19, 2012-01-06 07:30:00, 93.0, 99.2, 202.1
None, 0.0, 128.2, 0.0, 2.551, 0.856, 814.266, -9.99, 2012-01-06 07:45:00, 90.9, 98.5, 202.3
None, 0.0, 72.61, 0.0, 3.572, 1.084, 814.334, -9.36, 2012-01-06 08:00:00, 74.98, 193.9, 202.7
None, 0.0, 62.77, 0.0, 2.737, 1.403, 814.334, -9.31, 2012-01-06 08:15:00, 74.64, 256.3, 202.5
None, 0.0, 80.1, 0.0, 2.469, 1.4, 814.471, -9.26, 2012-01-06 08:30:00, 72.49, 220.0, 201.7
None, 0.0, 74.06, 0.0, 2.203, 0.966, 814.334, -9.55, 2012-01-06 08:45:00, 83.2, 236.2, 202.9
None, 0.164, 47.16, 0.248, 1.778, 0.51, 814.334, -9.7, 2012-01-06 09:00:00, 82.0, 68.51, 202.8
None, 2.896, 29.84, 1.29, 2.471, 0.98, 814.471, -9.6, 2012-01-06 09:15:00, 78.12, 135.7, 203.5
None, 7.151, 71.89, 1.567, 1.511, 0.501, 814.607, -9.65, 2012-01-06 09:30:00, 81.2, 131.3, 201.7
None, 14.47, 126.6, 2.566, 1.336, 0.673, 814.607, -9.4, 2012-01-06 09:45:00, 74.06, 121.7, 201.2
None, 21.84, 50.85, 2.223, 2.394, 0.892, 814.676, -9.45, 2012-01-06 10:00:00, 73.69, 76.55, 202.1
None, 29.98, 109.5, 2.85, 2.099, 0.881, 814.812, -9.26, 2012-01-06 10:15:00, 74.57, 170.4, 202.7
None, 36.16, 28.19, 3.071, 2.177, 0.955, 815.085, -9.55, 2012-01-06 10:30:00, 81.1, 125.5, 203.0
None, 44.53, 65.55, 4.295, 2.701, 1.135, 815.085, -9.11, 2012-01-06 10:45:00, 67.54, 135.0, 203.3
None, 61.53, 109.6, 6.18, 2.096, 0.618, 815.085, -9.21, 2012-01-06 11:00:00, 68.77, 196.4, 203.2
None, 80.4, 64.4, 10.27, 3.038, 1.037, 814.949, -9.01, 2012-01-06 11:15:00, 65.46, 148.6, 203.4
None, 114.7, 65.3, 5.047, 3.281, 0.913, 815.222, -9.45, 2012-01-06 11:30:00, 84.6, 280.5, 203.2
None, 113.2, 151.6, 8.71, 2.301, 0.965, 815.085, -9.62, 2012-01-06 11:45:00, 86.9, 156.3, 203.2
None, 105.5, 127.6, 11.36, 4.302, 0.707, 815.085, -9.79, 2012-01-06 12:00:00, 85.9, 270.4, 203.0
None, 94.9, 127.1, 6.516, 2.709, 1.502, 815.085, -8.96, 2012-01-06 12:15:00, 67.1, 206.8, 203.1
None, 111.3, 140.6, 13.81, 2.857, 1.174, 814.949, -9.65, 2012-01-06 12:30:00, 85.6, 197.2, 203.0
None, 112.7, 149.4, 9.12, 3.137, 1.309, 814.949, -10.11, 2012-01-06 12:45:00, 92.3, 256.7, 203.2
None, 113.9, 134.2, 6.223, 3.229, 1.428, 815.085, -8.87, 2012-01-06 13:00:00, 69.22, 215.1, 203.2
None, 123.0, 150.0, 9.15, 2.791, 0.992, 814.812, -9.01, 2012-01-06 13:15:00, 69.93, 163.1, 202.8
None, 106.1, 129.2, 12.74, 3.911, 1.088, 814.812, -9.26, 2012-01-06 13:30:00, 67.03, 134.0, 202.9
None, 110.8, 144.6, 7.68, 3.201, 1.101, 815.085, -9.6, 2012-01-06 13:45:00, 80.9, 224.3, 202.2
None, 100.0, 132.9, 17.02, 1.755, 0.735, 814.949, -9.31, 2012-01-06 14:00:00, 75.67, 220.6, 201.9
None, 124.9, 130.8, 22.87, 3.055, 1.678, 814.812, -9.89, 2012-01-06 14:15:00, 89.7, 235.4, 202.9
None, 104.4, 137.3, 17.23, 3.389, 1.412, 814.949, -9.99, 2012-01-06 14:30:00, 90.6, 100.6, 202.4
None, 103.5, 146.1, 5.844, 3.32, 0.405, 815.085, -9.99, 2012-01-06 14:45:00, 91.3, 100.4, 202.4
None, 93.2, 84.8, 4.254, 3.247, 0.368, 815.085, -9.99, 2012-01-06 15:00:00, 90.2, 38.28, 202.1
None, 97.5, 112.7, 5.376, 2.577, 0.258, 815.085, -9.99, 2012-01-06 15:15:00, 91.2, 59.92, 202.0
None, 60.81, 82.0, 12.99, 2.333, 0.285, 815.222, -10.09, 2012-01-06 15:30:00, 91.1, 41.08, 201.9
None, 49.02, 8.74, 1.174, 2.143, 0.316, 815.324, -10.14, 2012-01-06 15:45:00, 90.3, 18.12, 202.4
None, 31.76, 112.8, 5.941, 2.027, 0.551, 815.358, -10.23, 2012-01-06 16:00:00, 92.1, 59.7, 202.5
None, 21.48, 109.6, 0.464, 0.859, 0.42, 815.222, -10.09, 2012-01-06 16:15:00, 91.4, 128.6, 202.7
None, 17.39, 19.16, 3.019, 0.437, 0.27, 815.358, -10.38, 2012-01-06 16:30:00, 92.9, 72.96, 202.7
None, 8.74, 89.9, 1.984, 0.38, 0.183, 815.427, -10.92, 2012-01-06 16:45:00, 92.9, 178.1, 202.8
None, 4.631, 127.4, 1.144, 0.9, 0.585, 815.563, -10.14, 2012-01-06 17:00:00, 91.4, 136.4, 202.6
None, 1.064, 107.2, 0.79, 1.276, 0.788, 815.7, -10.14, 2012-01-06 17:15:00, 90.6, 63.97, 202.6
None, 0.0, 84.2, 0.0, 0.593, 0.446, 815.7, -10.09, 2012-01-06 17:30:00, 92.5, 96.4, 202.7
None, 0.0, 102.5, 0.0, 0.668, 0.368, 815.768, -10.94, 2012-01-06 17:45:00, 92.6, 193.9, 202.2
None, 0.0, 152.6, 0.0, 1.637, 0.658, 815.7, -10.6, 2012-01-06 18:00:00, 92.4, 172.1, 202.2
None, 0.0, 162.9, 0.0, 2.226, 0.577, 815.563, -10.72, 2012-01-06 18:15:00, 90.6, 176.0, 202.2
None, 0.0, 32.84, 0.0, 1.486, 0.635, 815.7, -10.72, 2012-01-06 18:30:00, 93.0, 266.4, 202.0
None, 0.0, 102.8, 0.0, 1.102, 0.624, 815.768, -10.97, 2012-01-06 18:45:00, 94.8, 245.3, 202.2
None, 0.0, 158.5, 0.0, 2.524, 0.633, 815.666, -10.62, 2012-01-06 19:00:00, 92.8, 116.7, 202.1
None, 0.0, 30.5, 0.0, 1.632, 0.596, 815.7, -10.87, 2012-01-06 19:15:00, 92.7, 302.1, 201.9
None, 0.0, 17.74, 0.0, 1.349, 0.32, 815.7, -11.26, 2012-01-06 19:30:00, 91.8, 247.3, 201.9
None, 0.0, 16.0, 0.0, 1.088, 0.234, 815.768, -11.85, 2012-01-06 19:45:00, 92.6, 224.7, 202.0
None, 0.0, 50.55, 0.0, 1.444, 0.863, 815.768, -10.53, 2012-01-06 20:00:00, 96.7, 277.1, 202.1
None, 0.0, 171.2, 0.0, 2.458, 0.394, 815.768, -10.28, 2012-01-06 20:15:00, 95.0, 187.5, 202.0
None, 0.0, 39.88, 0.0, 1.497, 0.676, 815.768, -10.92, 2012-01-06 20:30:00, 92.6, 290.9, 201.9
None, 0.0, 14.25, 0.0, 1.311, 0.666, 815.768, -10.97, 2012-01-06 20:45:00, 91.6, 240.0, 201.8
None, 0.0, 19.82, 0.0, 0.823, 0.307, 815.7, -10.77, 2012-01-06 21:00:00, 92.7, 239.7, 201.9
None, 0.0, 84.0, 0.0, 1.539, 0.665, 815.563, -10.82, 2012-01-06 21:15:00, 92.4, 294.5, 201.9
None, 0.0, 53.7, 0.0, 0.968, 0.58, 815.666, -10.62, 2012-01-06 21:30:00, 94.0, 246.0, 201.9
None, 0.0, 43.12, 0.0, 0.731, 0.462, 815.904, -11.21, 2012-01-06 21:45:00, 92.4, 267.6, 201.7
None, 0.0, 25.77, 0.0, 1.235, 0.402, 816.177, -10.72, 2012-01-06 22:00:00, 94.0, 297.8, 201.8
None, 0.0, 153.3, 0.0, 2.065, 0.863, 816.177, -10.23, 2012-01-06 22:15:00, 94.1, 233.0, 201.7
None, 0.0, 142.0, 0.0, 1.842, 1.069, 816.28, -10.19, 2012-01-06 22:30:00, 93.8, 184.8, 201.6
None, 0.0, 144.0, 0.0, 1.338, 0.691, 816.177, -10.09, 2012-01-06 22:45:00, 93.2, 206.4, 201.5
None, 0.0, 133.4, 0.0, 2.447, 0.315, 816.314, -10.04, 2012-01-06 23:00:00, 92.9, 266.1, 201.5
None, 0.0, 79.68, 0.0, 1.919, 1.17, 816.314, -9.99, 2012-01-06 23:15:00, 92.7, 274.4, 201.5
None, 0.0, 127.3, 0.0, 1.185, 0.623, 816.314, -10.04, 2012-01-06 23:30:00, 93.0, 188.8, 201.3
None, 0.0, 123.0, 0.0, 1.523, 0.541, 816.314, -10.04, 2012-01-06 23:45:00, 93.0, 201.3, 201.3
None, 0.0, 138.7, 0.0, 1.712, 0.534, 816.314, -10.09, 2012-01-07 00:00:00, 93.0, 149.8, 201.4
None, 0.0, 55.51, 0.0, 1.33, 0.627, 816.177, -10.28, 2012-01-07 00:15:00, 93.3, 135.2, 201.2
None, 0.0, 51.32, 0.0, 0.536, 0.178, 816.177, -9.99, 2012-01-07 00:30:00, 93.7, 241.8, 201.3
None, 0.0, 171.8, 0.0, 1.164, 0.4, 816.314, -10.14, 2012-01-07 00:45:00, 93.1, 163.5, 200.9
None, 0.0, 88.9, 0.0, 0.833, 0.446, 816.28, -10.19, 2012-01-07 01:00:00, 92.7, 277.8, 201.4
None, 0.0, 69.1, 0.0, 0.357, 0.317, 816.519, -10.23, 2012-01-07 01:15:00, 93.1, 204.3, 201.4
None, 0.0, 121.2, 0.0, 0.441, 0.56, 816.519, -10.04, 2012-01-07 01:30:00, 93.4, 193.1, 201.0
None, 0.0, 151.9, 0.0, 0.839, 0.233, 816.416, -10.06, 2012-01-07 01:45:00, 93.4, 122.7, 200.6
None, 0.0, 51.53, 0.0, 0.707, 0.436, 816.416, -10.19, 2012-01-07 02:00:00, 93.4, 246.4, 203.6
None, 0.016, 29.13, 0.061, 0.725, 0.261, 816.314, -10.38, 2012-01-07 02:15:00, 91.8, 208.6, 204.3
None, 0.082, 61.05, 0.116, 0.872, 0.533, 816.519, -11.06, 2012-01-07 02:30:00, 92.2, 209.6, 204.3
None, 0.0, 29.23, 0.0, 0.253, 0.302, 816.416, -10.92, 2012-01-07 02:45:00, 93.5, 302.7, 204.3
None, 0.0, 109.8, 0.0, 0.711, 0.699, 816.519, -10.58, 2012-01-07 03:00:00, 94.2, 249.5, 204.1
None, 0.0, 152.8, 0.0, 2.168, 0.308, 816.928, -10.14, 2012-01-07 03:15:00, 93.8, 255.1, 204.2
None, 0.0, 126.1, 0.0, 2.103, 0.681, 816.519, -10.09, 2012-01-07 03:30:00, 93.7, 277.3, 203.6
None, 0.0, 126.8, 0.0, 1.336, 0.503, 816.655, -9.99, 2012-01-07 03:45:00, 93.4, 94.4, 203.3
None, 0.0, 115.3, 0.0, 0.972, 0.28, 816.655, -10.09, 2012-01-07 04:00:00, 93.2, 140.3, 203.2
None, 0.033, 12.18, 0.083, 1.669, 0.743, 816.655, -10.14, 2012-01-07 04:15:00, 93.9, 130.4, 205.4
None, 0.016, 10.29, 0.061, 3.125, 0.648, 816.655, -9.94, 2012-01-07 04:30:00, 91.9, 144.4, 202.7
None, 0.0, 7.703, 0.0, 3.655, 0.298, 816.655, -9.84, 2012-01-07 04:45:00, 90.8, 140.5, 204.4
None, 0.0, 6.051, 0.0, 3.762, 0.338, 816.519, -9.94, 2012-01-07 05:00:00, 92.4, 133.8, 205.3
None, 0.115, 10.86, 0.122, 4.053, 0.437, 816.519, -10.04, 2012-01-07 05:15:00, 94.6, 134.5, 205.9
None, 0.033, 12.84, 0.083, 4.406, 0.48, 816.382, -9.99, 2012-01-07 05:30:00, 94.1, 139.9, 205.7
None, 0.147, 7.978, 0.12, 4.445, 0.361, 816.314, -9.99, 2012-01-07 05:45:00, 93.7, 139.1, 205.5
None, 0.082, 9.29, 0.116, 3.959, 0.778, 816.28, -9.89, 2012-01-07 06:00:00, 91.6, 137.6, 205.5
None, 0.147, 13.28, 0.12, 4.311, 0.561, 816.314, -9.94, 2012-01-07 06:15:00, 91.9, 140.6, 205.4
None, 0.049, 9.75, 0.098, 4.359, 0.644, 816.519, -9.65, 2012-01-07 06:30:00, 90.5, 133.8, 205.7
None, 0.082, 10.38, 0.116, 4.048, 0.483, 816.655, -9.75, 2012-01-07 06:45:00, 93.1, 136.3, 205.6
None, 0.049, 11.48, 0.098, 3.75, 0.791, 816.792, -9.6, 2012-01-07 07:00:00, 91.8, 138.7, 205.5
None, 0.115, 11.09, 0.122, 4.266, 0.782, 816.519, -9.6, 2012-01-07 07:15:00, 90.8, 135.0, 204.7
None, 0.0, 25.61, 0.0, 4.854, 0.822, 816.655, -9.7, 2012-01-07 07:30:00, 93.3, 127.2, 204.2
None, 0.0, 16.07, 0.0, 4.581, 0.876, 816.519, -9.79, 2012-01-07 07:45:00, 94.4, 130.5, 204.1
None, 0.0, 10.28, 0.0, 4.714, 0.594, 816.451, -9.89, 2012-01-07 08:00:00, 94.4, 129.2, 203.8
None, 0.0, 11.31, 0.0, 4.452, 0.578, 816.655, -9.99, 2012-01-07 08:15:00, 94.0, 138.9, 204.0
None, 0.0, 12.19, 0.0, 3.638, 0.543, 816.519, -9.99, 2012-01-07 08:30:00, 94.0, 148.2, 203.9
None, 0.0, 4.363, 0.0, 4.201, 0.429, 816.519, -9.99, 2012-01-07 08:45:00, 93.9, 145.4, 203.9
None, 0.425, 9.71, 0.857, 4.654, 0.409, 816.519, -9.94, 2012-01-07 09:00:00, 93.3, 139.9, 203.9
None, 4.025, 9.49, 0.657, 4.996, 0.356, 816.655, -9.7, 2012-01-07 09:15:00, 92.2, 141.4, 203.9
None, 8.95, 6.229, 2.339, 4.562, 0.698, 816.758, -9.75, 2012-01-07 09:30:00, 92.1, 142.6, 203.8
None, 17.85, 12.49, 1.685, 4.319, 0.39, 817.031, -9.79, 2012-01-07 09:45:00, 93.0, 145.6, 203.8
None, 23.3, 11.26, 1.418, 5.343, 0.732, 816.997, -9.65, 2012-01-07 10:00:00, 91.5, 138.4, 203.8
None, 26.69, 10.05, 1.522, 5.317, 0.683, 817.406, -9.5, 2012-01-07 10:15:00, 90.3, 142.1, 203.5
None, 33.94, 14.26, 3.707, 4.714, 0.469, 817.747, -9.5, 2012-01-07 10:30:00, 90.7, 157.4, 203.5
None, 42.68, 9.95, 2.138, 5.874, 0.857, 816.997, -9.45, 2012-01-07 10:45:00, 91.2, 138.6, 202.6
None, 53.0, 10.24, 6.495, 5.122, 0.763, 817.27, -9.45, 2012-01-07 11:00:00, 91.5, 157.1, 202.5
None, 66.97, 5.631, 5.613, 4.812, 0.667, 817.133, -9.31, 2012-01-07 11:15:00, 90.8, 155.2, 202.4
None, 70.57, 9.09, 1.847, 4.893, 0.771, 817.27, -9.26, 2012-01-07 11:30:00, 90.0, 161.9, 202.5
None, 66.07, 6.889, 1.619, 4.799, 0.536, 817.133, -9.31, 2012-01-07 11:45:00, 91.2, 152.0, 202.3
None, 82.9, 17.4, 6.351, 5.196, 0.639, 817.133, -9.26, 2012-01-07 12:00:00, 90.9, 151.2, 202.3
None, 81.7, 19.22, 1.461, 3.67, 0.703, 816.928, -9.11, 2012-01-07 12:15:00, 88.8, 169.3, 202.3
None, 84.6, 7.762, 3.278, 4.446, 0.538, 816.792, -8.96, 2012-01-07 12:30:00, 88.7, 161.4, 202.4
None, 84.0, 7.157, 1.705, 5.498, 0.455, 816.519, -8.96, 2012-01-07 12:45:00, 87.4, 144.5, 202.0
None, 73.93, 7.509, 5.589, 5.834, 0.453, 816.314, -9.21, 2012-01-07 13:00:00, 90.2, 148.4, 202.6
None, 97.6, 8.25, 18.31, 5.372, 0.373, 816.314, -8.96, 2012-01-07 13:15:00, 88.3, 153.3, 202.5
None, 111.5, 10.98, 18.98, 5.441, 0.41, 816.314, -8.87, 2012-01-07 13:30:00, 88.4, 155.6, 202.7
None, 107.9, 18.0, 6.04, 5.095, 0.709, 815.904, -9.01, 2012-01-07 13:45:00, 88.6, 148.8, 201.8
None, 83.0, 9.18, 5.413, 4.935, 0.77, 816.041, -8.87, 2012-01-07 14:00:00, 89.8, 146.7, 202.3
None, 76.65, 11.77, 10.57, 4.472, 0.522, 815.768, -9.11, 2012-01-07 14:15:00, 92.6, 151.3, 202.7
None, 72.34, 6.489, 4.199, 4.578, 0.733, 815.768, -9.26, 2012-01-07 14:30:00, 94.4, 148.6, 202.6
None, 95.6, 6.917, 10.35, 5.045, 0.482, 815.768, -9.21, 2012-01-07 14:45:00, 94.5, 154.2, 202.8
None, 89.1, 8.15, 9.85, 5.291, 0.525, 815.563, -9.36, 2012-01-07 15:00:00, 94.4, 155.7, 201.8
None, 67.66, 9.49, 2.898, 5.76, 0.484, 815.222, -9.36, 2012-01-07 15:15:00, 94.2, 164.1, 202.3
None, 52.71, 6.626, 5.03, 6.015, 0.474, 814.949, -9.31, 2012-01-07 15:30:00, 94.3, 156.9, 204.1
None, 41.6, 6.313, 4.552, 6.083, 0.613, 814.812, -9.26, 2012-01-07 15:45:00, 94.2, 158.3, 202.7
None, 36.18, 9.09, 3.73, 6.128, 0.31, 814.949, -9.21, 2012-01-07 16:00:00, 94.2, 148.9, 200.8
None, 26.7, 8.93, 1.631, 6.272, 0.713, 815.085, -9.21, 2012-01-07 16:15:00, 94.3, 144.6, 204.2
None, 21.09, 8.98, 1.639, 6.988, 0.481, 814.949, -9.26, 2012-01-07 16:30:00, 94.3, 142.9, 198.0
None, 12.63, 8.31, 2.403, 7.457, 0.482, 814.949, -9.26, 2012-01-07 16:45:00, 94.1, 145.1, 203.1
None, 5.645, 7.649, 1.854, 7.607, 0.578, 815.222, -9.26, 2012-01-07 17:00:00, 94.1, 149.0, 196.6
None, 1.489, 7.847, 0.617, 7.054, 0.717, 815.427, -9.31, 2012-01-07 17:15:00, 94.1, 145.9, 197.7
None, 0.295, 9.65, 0.184, 7.201, 1.043, 815.222, -9.26, 2012-01-07 17:30:00, 94.2, 148.1, 195.2
None, 0.0, 6.219, 0.0, 7.332, 0.459, 815.427, -9.26, 2012-01-07 17:45:00, 94.2, 145.5, 194.7
None, 0.0, 6.702, 0.0, 6.693, 0.653, 815.427, -9.21, 2012-01-07 18:00:00, 94.3, 148.0, 205.9
None, 0.016, 8.28, 0.061, 6.993, 0.747, 815.427, -9.11, 2012-01-07 18:15:00, 94.3, 146.1, 200.5
None, 0.016, 5.947, 0.061, 7.265, 0.723, 815.188, -9.11, 2012-01-07 18:30:00, 94.3, 142.1, 194.6
None, 0.065, 11.9, 0.109, 6.851, 0.859, 815.222, -8.96, 2012-01-07 18:45:00, 94.4, 142.9, 193.8
None, 0.065, 9.33, 0.109, 6.88, 0.722, 815.188, -8.87, 2012-01-07 19:00:00, 94.4, 142.9, 206.6
None, 0.0, 12.02, 0.0, 6.698, 0.592, 815.29, -8.92, 2012-01-07 19:15:00, 94.4, 141.7, 205.1
None, 0.0, 7.905, 0.0, 6.397, 0.699, 815.188, -8.82, 2012-01-07 19:30:00, 94.3, 141.7, 201.8
None, 0.016, 12.43, 0.061, 6.16, 0.842, 815.222, -8.87, 2012-01-07 19:45:00, 94.5, 143.9, 201.8
None, 0.033, 7.317, 0.083, 6.367, 0.745, 815.7, -8.87, 2012-01-07 20:00:00, 94.6, 140.0, 201.7
None, 0.033, 9.44, 0.083, 7.308, 0.483, 815.188, -8.82, 2012-01-07 20:15:00, 94.7, 135.9, 197.0
None, 0.016, 8.6, 0.061, 6.431, 0.493, 814.949, -8.82, 2012-01-07 20:30:00, 94.4, 137.5, 199.4
None, 0.0, 7.759, 0.0, 6.268, 0.645, 815.188, -8.82, 2012-01-07 20:45:00, 94.5, 143.2, 197.7
None, 0.016, 7.151, 0.061, 5.296, 0.52, 815.427, -8.77, 2012-01-07 21:00:00, 94.4, 141.0, 197.1
None, 0.033, 14.75, 0.083, 5.502, 0.733, 815.085, -8.67, 2012-01-07 21:15:00, 94.6, 142.1, 194.6
None, 0.0, 13.84, 0.0, 4.036, 0.574, 815.29, -8.62, 2012-01-07 21:30:00, 94.6, 162.1, 193.7
None, 0.0, 14.63, 0.0, 4.24, 0.424, 815.427, -8.53, 2012-01-07 21:45:00, 94.8, 146.6, 194.5
None, 0.016, 24.46, 0.061, 5.057, 1.355, 815.29, -8.48, 2012-01-07 22:00:00, 94.8, 142.1, 193.8
None, 0.049, 12.81, 0.098, 5.658, 1.118, 815.427, -8.38, 2012-01-07 22:15:00, 94.7, 136.5, 193.4
None, 0.131, 9.71, 0.122, 5.633, 0.735, 815.29, -8.43, 2012-01-07 22:30:00, 94.7, 133.3, 193.4
None, 0.164, 7.555, 0.116, 5.518, 0.942, 815.085, -8.43, 2012-01-07 22:45:00, 94.7, 138.3, 199.3
None, 0.131, 8.95, 0.122, 7.527, 0.96, 815.085, -8.33, 2012-01-07 23:00:00, 94.9, 131.1, 200.2
None, 0.098, 7.948, 0.12, 7.552, 0.679, 814.812, -8.38, 2012-01-07 23:15:00, 94.9, 132.5, 193.1
None, 0.196, 5.737, 0.098, 7.034, 0.626, 814.676, -8.28, 2012-01-07 23:30:00, 94.8, 133.0, 193.4
None, 0.147, 8.63, 0.12, 6.626, 0.616, 814.471, -8.21, 2012-01-07 23:45:00, 94.9, 142.6, 206.6
None, 0.164, 6.908, 0.116, 7.037, 0.435, 814.334, -8.13, 2012-01-08 00:00:00, 94.8, 141.6, 204.0
None, 0.196, 12.32, 0.098, 5.06, 0.728, 814.607, -8.09, 2012-01-08 00:15:00, 95.0, 144.8, 202.1
None, 0.131, 12.31, 0.122, 4.775, 0.939, 814.812, -7.988, 2012-01-08 00:30:00, 95.1, 153.0, 201.4
None, 0.147, 6.495, 0.12, 6.381, 0.69, 814.71, -7.89, 2012-01-08 00:45:00, 95.3, 142.4, 199.5
None, 0.082, 10.45, 0.116, 5.548, 0.613, 814.812, -7.744, 2012-01-08 01:00:00, 95.2, 149.4, 199.5
None, 0.065, 8.84, 0.109, 5.933, 1.061, 814.607, -7.744, 2012-01-08 01:15:00, 95.4, 143.8, 199.3
None, 0.36, 11.07, 0.754, 6.846, 0.812, 814.949, -7.5, 2012-01-08 01:30:00, 95.0, 144.5, 198.4
None, 0.082, 13.29, 0.116, 5.618, 0.648, 814.812, -7.646, 2012-01-08 01:45:00, 95.4, 150.4, 195.3
None, 0.262, 8.78, 0.405, 6.224, 0.801, 815.085, -7.255, 2012-01-08 02:00:00, 95.3, 140.5, 193.3
None, 0.344, 13.98, 0.489, 7.03, 0.947, 814.949, -6.865, 2012-01-08 02:15:00, 95.5, 139.5, 196.3
None, 0.164, 14.7, 0.194, 6.156, 1.141, 815.085, -6.816, 2012-01-08 02:30:00, 95.7, 144.5, 205.5
None, 0.196, 10.68, 0.24, 5.729, 0.932, 815.085, -6.962, 2012-01-08 02:45:00, 95.3, 141.1, 204.0
None, 0.18, 17.45, 0.109, 6.422, 0.872, 814.812, -6.767, 2012-01-08 03:00:00, 96.3, 142.6, 202.0
None, 0.327, 7.993, 0.436, 7.639, 0.614, 815.085, -6.669, 2012-01-08 03:15:00, 95.8, 143.0, 196.6
None, 0.131, 8.49, 0.122, 7.576, 0.899, 814.949, -6.962, 2012-01-08 03:30:00, 95.6, 144.1, 193.8
None, 0.098, 11.0, 0.12, 7.9, 0.689, 814.676, -6.621, 2012-01-08 03:45:00, 96.5, 145.3, 194.0
None, 0.671, 15.15, 0.916, 7.772, 1.152, 814.676, -5.839, 2012-01-08 04:00:00, 96.6, 144.7, 192.6
None, 0.638, 14.21, 0.705, 7.539, 0.816, 814.812, -5.497, 2012-01-08 04:15:00, 96.8, 149.0, 192.2
None, 0.098, 16.43, 0.196, 6.579, 1.177, 814.812, -5.546, 2012-01-08 04:30:00, 96.8, 143.2, 191.7
None, 0.016, 11.54, 0.061, 6.492, 0.884, 814.607, -4.863, 2012-01-08 04:45:00, 95.9, 145.2, 190.8
None, 0.0, 20.9, 0.0, 7.235, 1.089, 814.607, -5.058, 2012-01-08 05:00:00, 93.4, 149.6, 190.7
None, 0.033, 23.68, 0.122, 6.88, 1.176, 814.607, -3.251, 2012-01-08 05:15:00, 84.5, 156.9, 191.5
None, 0.0, 19.99, 0.0, 6.167, 1.227, 814.607, -3.495, 2012-01-08 05:30:00, 85.2, 159.2, 191.0
None, 0.0, 30.95, 0.0, 5.834, 1.043, 814.676, -3.91, 2012-01-08 05:45:00, 87.2, 161.7, 191.3
None, 0.0, 39.42, 0.0, 5.076, 1.032, 814.607, -2.519, 2012-01-08 06:00:00, 78.43, 160.9, 190.6
None, 0.016, 33.79, 0.061, 5.118, 0.902, 814.607, -2.372, 2012-01-08 06:15:00, 77.82, 161.6, 189.3
None, 0.016, 56.12, 0.061, 3.928, 1.235, 814.812, -3.349, 2012-01-08 06:30:00, 81.5, 175.1, 189.0
None, 0.0, 31.49, 0.0, 4.146, 1.174, 814.744, -3.349, 2012-01-08 06:45:00, 82.7, 161.6, 190.2
None, 0.0, 16.42, 0.0, 4.648, 1.137, 814.949, -2.567, 2012-01-08 07:00:00, 78.23, 160.3, 190.3
None, 0.049, 34.29, 0.184, 4.184, 1.408, 814.846, -2.958, 2012-01-08 07:15:00, 82.9, 123.7, 189.5
None, 0.0, 41.15, 0.0, 3.885, 1.221, 814.744, -2.909, 2012-01-08 07:30:00, 80.4, 148.1, 190.2
None, 0.0, 27.83, 0.0, 4.148, 1.054, 814.812, -3.984, 2012-01-08 07:45:00, 87.4, 132.8, 189.2
None, 0.0, 20.32, 0.0, 4.038, 0.667, 814.812, -3.202, 2012-01-08 08:00:00, 85.0, 149.4, 189.6
None, 0.0, 28.66, 0.0, 4.18, 1.253, 814.949, -3.544, 2012-01-08 08:15:00, 86.5, 126.5, 189.3
None, 0.016, 15.27, 0.061, 4.792, 0.72, 814.846, -4.277, 2012-01-08 08:30:00, 91.1, 141.4, 190.0
None, 0.016, 9.53, 0.061, 5.262, 0.751, 814.471, -5.204, 2012-01-08 08:45:00, 93.6, 152.1, 189.8
None, 0.442, 4.919, 0.313, 6.576, 0.269, 814.742, -5.596, 2012-01-08 09:00:00, 95.9, 158.9, 189.9
None, 2.111, 5.689, 0.743, 6.522, 0.38, 814.607, -5.498, 2012-01-08 09:15:00, 95.8, 158.2, 189.9
None, 5.972, 10.79, 1.569, 6.264, 0.423, 814.607, -5.595, 2012-01-08 09:30:00, 95.7, 156.1, 189.8
None, 15.79, 9.31, 2.591, 6.407, 0.394, 814.744, -4.96, 2012-01-08 09:45:00, 94.1, 160.7, 189.6
None, 24.09, 11.18, 3.654, 5.679, 0.332, 814.607, -5.18, 2012-01-08 10:00:00, 95.0, 155.4, 189.8
None, 34.0, 6.259, 2.215, 6.489, 0.387, 814.744, -5.156, 2012-01-08 10:15:00, 94.8, 148.3, 189.8
None, 63.81, 8.69, 17.05, 5.942, 0.272, 814.744, -5.009, 2012-01-08 10:30:00, 94.2, 158.6, 189.8
None, 71.34, 10.22, 5.09, 5.509, 0.26, 814.949, -4.765, 2012-01-08 10:45:00, 92.9, 160.0, 189.7
None, 83.2, 9.52, 4.635, 5.912, 0.304, 815.084, -4.765, 2012-01-08 11:00:00, 94.0, 152.9, 189.7
None, 89.6, 11.02, 6.025, 5.125, 0.458, 814.812, -4.765, 2012-01-08 11:15:00, 93.2, 160.3, 189.7
None, 97.5, 8.82, 7.558, 5.786, 0.392, 814.949, -4.96, 2012-01-08 11:30:00, 93.7, 160.7, 189.8
