station_observations
K_Dn_Avg, WS_Std, AirTC, DBTCDT, Rain_Tot, L_Dn_Avg, L_Up_Avg, WS_Avg, Pressure, time, K_Up_Avg, RH, WindDir_Avg
0.234, 0.069, -6.233, 79.56, 0.0, -0.036, -0.04, 0.052, 927.84, 2012-02-24 07:45:00, 0.521, 96.5, 145.4
0.162, 0.114, -6.129, 79.75, 0.0, -0.129, -0.065, 0.037, 927.737, 2012-02-24 08:00:00, 0.503, 96.6, 264.6
0.018, 0.11, -6.039, 79.3, 0.0, -0.201, -0.072, 0.055, 927.37, 2012-02-24 08:15:00, 0.45, 96.6, 245.2
0.054, 0.156, -5.977, 78.93, 0.0, -0.201, -0.079, 0.157, 926.755, 2012-02-24 08:30:00, 0.432, 96.6, 79.42
0.018, 0.112, -5.944, 79.69, 0.0, -0.216, -0.068, 0.072, 926.151, 2012-02-24 08:45:00, 0.324, 96.6, 195.3
0.288, 0.153, -5.889, 80.2, 0.0, -0.169, -0.083, 0.127, 925.664, 2012-02-24 09:00:00, 0.593, 96.6, 228.0
1.079, 0.155, -5.789, 80.2, 0.0, -0.122, -0.09, 0.267, 925.279, 2012-02-24 09:15:00, 1.349, 96.7, 268.2
2.265, 0.133, -5.695, 81.0, 0.0, -0.075, -0.057, 0.071, 924.945, 2012-02-24 09:30:00, 2.661, 96.7, 207.9
3.452, 0.071, -5.605, 80.9, 0.0, 0.004, -0.022, 0.039, 924.441, 2012-02-24 09:45:00, 3.937, 96.7, 180.7
5.448, 0.225, -5.424, 80.8, 0.0, 0.079, -0.083, 0.242, 924.066, 2012-02-24 10:00:00, 6.526, 96.7, 194.2
7.371, 0.304, -4.867, 81.5, 0.25, -0.011, -0.259, 0.512, 923.728, 2012-02-24 10:15:00, 9.04, 97.1, 102.1
8.07, 0.236, -4.75, 81.4, 0.0, -0.115, -0.147, 0.473, 923.72, 2012-02-24 10:30:00, 9.92, 96.8, 127.3
8.92, 0.241, -4.326, 80.6, 0.0, -0.165, -0.111, 0.344, 923.58, 2012-02-24 10:45:00, 11.38, 97.3, 117.8
10.93, 0.34, -4.105, 81.3, 0.25, -0.115, -0.104, 0.292, 923.359, 2012-02-24 11:00:00, 14.85, 97.6, 120.5
14.87, 0.321, -3.501, 81.8, 0.0, 0.022, -0.172, 0.613, 923.361, 2012-02-24 11:15:00, 22.44, 96.8, 134.0
12.96, 0.345, -3.378, 82.1, 0.25, -0.104, -0.043, 0.64, 922.969, 2012-02-24 11:30:00, 20.35, 95.9, 128.7
12.35, 0.425, -3.248, 81.1, 0.25, -0.158, -0.014, 0.679, 922.606, 2012-02-24 11:45:00, 20.03, 95.8, 50.34
11.83, 0.461, -3.055, 81.3, 0.0, -0.065, -0.018, 1.082, 922.131, 2012-02-24 12:00:00, 20.17, 95.5, 121.6
14.47, 0.502, -2.925, 82.3, 0.25, -0.072, -0.029, 1.108, 921.654, 2012-02-24 12:15:00, 25.51, 96.1, 195.5
21.1, 0.337, -2.721, 83.4, 0.25, -0.032, -0.05, 0.731, 921.298, 2012-02-24 12:30:00, 37.71, 95.1, 142.8
20.27, 0.46, -2.548, 82.3, 0.0, -0.208, 0.047, 0.77, 920.769, 2012-02-24 12:45:00, 36.56, 94.5, 126.8
21.96, 0.191, -2.388, 83.0, 0.0, -0.323, -0.007, 0.407, 920.558, 2012-02-24 13:00:00, 39.88, 94.7, 198.5
18.6, 0.268, -2.275, 82.8, 0.25, -0.47, 0.068, 0.38, 920.288, 2012-02-24 13:15:00, 33.66, 94.5, 140.1
21.71, 0.375, -2.077, 82.9, 0.0, -0.388, 0.036, 0.663, 919.812, 2012-02-24 13:30:00, 40.2, 94.0, 110.0
33.53, 0.405, -1.949, 84.0, 0.0, -0.363, -0.072, 0.534, 920.14, 2012-02-24 13:45:00, 63.87, 94.7, 246.6
35.74, 0.191, -1.635, 81.5, 0.25, -0.944, -0.057, 0.274, 919.801, 2012-02-24 14:00:00, 68.33, 94.3, 146.9
27.96, 0.436, -1.525, 81.7, 0.0, -1.512, 0.187, 0.704, 919.323, 2012-02-24 14:15:00, 52.67, 91.5, 71.47
20.85, 0.291, -1.502, 81.8, 0.0, -1.845, 0.262, 0.667, 919.182, 2012-02-24 14:30:00, 38.29, 90.3, 76.5
22.89, 0.241, -1.465, 81.7, 0.0, -2.05, 0.025, 0.486, 918.579, 2012-02-24 14:45:00, 43.45, 92.7, 139.0
27.28, 0.477, -1.36, 83.8, 0.0, -2.097, 0.057, 0.722, 918.342, 2012-02-24 15:00:00, 52.83, 92.4, 127.2
41.94, 0.453, -0.872, 83.8, 0.0, -3.885, -0.093, 0.994, 918.102, 2012-02-24 15:15:00, 83.9, 92.6, 84.6
37.7, 0.426, -0.711, 83.8, 0.0, -7.012, -0.014, 0.515, 917.728, 2012-02-24 15:30:00, 75.43, 89.3, 94.0
31.44, 0.324, -0.779, 83.9, 0.0, -6.803, 0.19, 0.531, 917.488, 2012-02-24 15:45:00, 62.78, 89.6, 186.5
24.69, 0.418, -0.725, 83.8, 0.0, -6.139, 0.262, 0.597, 917.214, 2012-02-24 16:00:00, 48.82, 88.8, 124.9
20.41, 0.477, -0.76, 83.5, 0.0, -5.223, 0.169, 0.821, 917.21, 2012-02-24 16:15:00, 41.32, 90.0, 115.5
18.85, 0.418, -0.794, 83.5, 0.0, -4.495, 0.065, 0.749, 916.875, 2012-02-24 16:30:00, 38.88, 90.4, 77.82
22.6, 0.443, -0.713, 83.2, 0.0, -4.631, -0.054, 0.673, 916.623, 2012-02-24 16:45:00, 47.68, 92.2, 81.9
26.9, 0.318, -0.627, 81.6, 0.0, -5.123, -0.004, 0.82, 916.006, 2012-02-24 17:00:00, 57.24, 91.8, 129.5
50.72, 0.452, 0.017, 81.5, 0.0, -5.159, -0.097, 0.846, 915.671, 2012-02-24 17:15:00, 105.6, 86.3, 71.99
52.53, 0.37, 0.282, 81.8, 0.0, -5.065, 0.036, 1.071, 915.296, 2012-02-24 17:30:00, 106.7, 85.2, 123.0
36.11, 0.451, 0.446, 81.1, 0.0, -5.244, 0.014, 0.685, 915.054, 2012-02-24 17:45:00, 73.84, 85.6, 175.3
53.21, 0.437, 0.702, 81.3, 0.0, -4.2, -0.057, 0.623, 914.576, 2012-02-24 18:00:00, 105.8, 83.0, 155.7
38.88, 0.373, 0.604, 83.6, 0.0, -5.438, -0.05, 0.658, 914.568, 2012-02-24 18:15:00, 73.48, 84.2, 159.0
20.01, 0.268, 0.292, 82.6, 0.0, -5.273, -0.036, 0.344, 914.565, 2012-02-24 18:30:00, 39.25, 89.0, 156.3
12.5, 0.345, -0.109, 82.0, 0.0, -6.181, 0.004, 0.66, 914.297, 2012-02-24 18:45:00, 24.72, 92.5, 77.84
12.97, 0.228, -0.253, 82.6, 0.0, -6.651, 0.022, 0.34, 914.097, 2012-02-24 19:00:00, 25.35, 94.4, 112.2
3.934, 0.203, -0.491, 82.3, 0.0, -7.186, 0.1, 0.272, 913.963, 2012-02-24 19:15:00, 7.329, 95.4, 116.2
0.305, 0.075, -0.714, 81.6, 0.0, -7.868, 0.287, 0.072, 913.698, 2012-02-24 19:30:00, 0.575, 96.2, 122.9
0.0, 0.23, -0.874, 81.6, 0.0, -7.957, 0.779, 0.22, 913.351, 2012-02-24 19:45:00, 0.0, 96.9, 114.8
0.0, 0.071, -0.972, 81.6, 0.0, -7.48, 0.384, 0.051, 913.438, 2012-02-24 20:00:00, 0.0, 97.5, 121.4
0.0, 0.103, -0.962, 81.6, 0.0, -6.996, -0.054, 0.077, 913.308, 2012-02-24 20:15:00, 0.0, 97.6, 130.9
0.0, 0.214, -0.929, 81.5, 0.0, -6.109, -0.108, 0.25, 913.179, 2012-02-24 20:30:00, 0.0, 97.6, 105.9
0.0, 0.195, -0.946, 82.3, 0.0, -5.18, -0.126, 0.171, 913.085, 2012-02-24 20:45:00, 0.0, 97.5, 64.0
0.0, 0.18, -0.927, 81.8, 0.0, -5.27, -0.075, 0.208, 913.088, 2012-02-24 21:00:00, 0.0, 97.9, 80.8
0.0, 0.224, -0.974, 82.6, 0.0, -5.535, -0.061, 0.208, 912.989, 2012-02-24 21:15:00, 0.0, 97.9, 48.81
0.0, 0.226, -0.825, 82.5, 0.0, -4.857, -0.014, 0.348, 912.721, 2012-02-24 21:30:00, 0.0, 97.6, 79.9
0.0, 0.172, -0.958, 81.8, 0.0, -4.667, 0.054, 0.297, 912.588, 2012-02-24 21:45:00, 0.0, 97.6, 52.61
0.0, 0.211, -0.843, 80.5, 0.0, -4.142, 0.047, 0.201, 912.457, 2012-02-24 22:00:00, 0.0, 97.2, 90.3
0.0, 0.199, -0.976, 79.94, 0.0, -4.247, 0.054, 0.289, 912.338, 2012-02-24 22:15:00, 0.0, 97.1, 36.3
0.0, 0.161, -1.166, 80.7, 0.0, -4.351, 0.05, 0.155, 912.206, 2012-02-24 22:30:00, 0.0, 97.6, 51.27
0.0, 0.111, -1.219, 81.0, 0.25, -3.493, 0.011, 0.07, 912.326, 2012-02-24 22:45:00, 0.0, 97.8, 111.3
0.0, 0.226, -1.228, 81.8, 0.0, -4.2, 0.025, 0.166, 912.095, 2012-02-24 23:00:00, 0.054, 97.7, 100.2
0.0, 0.055, -1.395, 81.7, 0.0, -6.386, 0.061, 0.035, 912.112, 2012-02-24 23:15:00, 0.0, 98.1, 35.31
0.0, 0.065, -1.538, 81.8, 0.0, -6.993, 0.05, 0.047, 912.095, 2012-02-24 23:30:00, 0.0, 98.3, 78.26
0.0, 0.054, -1.59, 81.9, 0.0, -6.272, 0.022, 0.024, 911.982, 2012-02-24 23:45:00, 0.0, 98.4, 142.8
0.0, 0.192, -1.602, 82.0, 0.0, -6.254, -0.004, 0.144, 912.089, 2012-02-25 00:00:00, 0.09, 98.6, 150.5
0.0, 0.24, -1.38, 81.8, 0.0, -6.261, -0.05, 0.368, 911.975, 2012-02-25 00:15:00, 0.287, 98.8, 76.9
0.0, 0.172, -1.518, 82.0, 0.0, -6.505, -0.022, 0.161, 911.96, 2012-02-25 00:30:00, 0.305, 98.6, 46.23
0.0, 0.081, -1.728, 82.1, 0.0, -7.475, 0.043, 0.049, 912.08, 2012-02-25 00:45:00, 0.036, 98.5, 59.64
0.0, 0.08, -1.737, 82.2, 0.0, -7.091, -0.011, 0.069, 911.95, 2012-02-25 01:00:00, 0.036, 98.8, 52.72
0.0, 0.264, -1.756, 82.2, 0.0, -4.689, -0.079, 0.28, 911.851, 2012-02-25 01:15:00, 0.431, 98.7, 46.09
0.0, 0.126, -1.694, 82.3, 0.0, -4.405, -0.039, 0.096, 911.856, 2012-02-25 01:30:00, 0.198, 98.8, 51.62
0.0, 0.0, -1.742, 82.3, 0.0, -4.66, 0.018, 0.0, 911.852, 2012-02-25 01:45:00, 0.0, 98.8, 87.2
0.0, 0.042, -1.742, 82.2, 0.0, -4.876, -0.011, 0.027, 911.72, 2012-02-25 02:00:00, 0.0, 98.9, 124.8
0.0, 0.072, -1.793, 81.8, 0.0, -4.369, 0.014, 0.048, 911.955, 2012-02-25 02:15:00, 0.0, 98.9, 229.2
0.0, 0.0, -1.746, 82.6, 0.0, -3.432, -0.029, 0.0, 911.957, 2012-02-25 02:30:00, 0.018, 98.9, 151.4
0.0, 0.0, -1.721, 83.1, 0.0, -2.011, -0.039, 0.0, 912.092, 2012-02-25 02:45:00, 0.018, 99.0, 151.3
0.0, 0.062, -1.674, 83.1, 0.0, -1.565, -0.05, 0.023, 912.091, 2012-02-25 03:00:00, 0.09, 99.0, 173.1
0.0, 0.11, -1.632, 82.7, 0.0, -1.213, -0.05, 0.147, 912.223, 2012-02-25 03:15:00, 0.198, 99.1, 260.3
0.0, 0.052, -1.613, 81.8, 0.0, -1.113, -0.036, 0.03, 912.225, 2012-02-25 03:30:00, 0.072, 99.0, 273.8
0.0, 0.0, -1.618, 81.7, 0.0, -1.26, -0.018, 0.0, 912.217, 2012-02-25 03:45:00, 0.018, 99.1, 273.9
0.0, 0.101, -1.613, 82.8, 0.0, -1.483, -0.029, 0.045, 912.351, 2012-02-25 04:00:00, 0.0, 99.0, 270.1
0.0, 0.0, -1.642, 84.1, 0.0, -1.537, -0.014, 0.0, 912.349, 2012-02-25 04:15:00, 0.0, 99.0, 267.1
0.0, 0.0, -1.637, 84.2, 0.0, -1.838, -0.007, 0.0, 912.348, 2012-02-25 04:30:00, 0.0, 99.0, 267.0
0.0, 0.091, -1.604, 83.8, 0.25, -1.924, -0.014, 0.032, 912.481, 2012-02-25 04:45:00, 0.0, 99.0, 269.6
0.0, 0.091, -1.57, 84.5, 0.0, -1.572, -0.039, 0.085, 912.48, 2012-02-25 05:00:00, 0.09, 99.1, 258.1
0.0, 0.042, -1.59, 84.8, 0.0, -1.68, 0.0, 0.036, 912.747, 2012-02-25 05:15:00, 0.0, 98.9, 276.7
0.0, 0.061, -1.613, 85.0, 0.25, -2.168, 0.007, 0.042, 912.746, 2012-02-25 05:30:00, 0.0, 99.0, 271.8
0.0, 0.0, -1.632, 85.0, 0.0, -1.931, 0.014, 0.0, 912.849, 2012-02-25 05:45:00, 0.0, 99.0, 297.4
0.0, 0.014, -1.642, 85.0, 0.0, -1.404, -0.025, 0.004, 912.949, 2012-02-25 06:00:00, 0.0, 99.1, 282.6
0.0, 0.089, -1.59, 85.2, 0.25, -0.959, -0.039, 0.087, 913.215, 2012-02-25 06:15:00, 0.0, 99.1, 243.9
0.0, 0.02, -1.561, 85.6, 0.0, -0.758, -0.05, 0.005, 913.346, 2012-02-25 06:30:00, 0.0, 99.1, 287.4
0.0, 0.149, -1.619, 85.7, 0.0, -1.02, -0.025, 0.164, 913.465, 2012-02-25 06:45:00, 0.0, 99.0, 227.9
0.0, 0.257, -1.575, 85.9, 0.25, -1.221, -0.018, 0.458, 913.697, 2012-02-25 07:00:00, 0.018, 99.1, 240.6
0.0, 0.196, -1.676, 85.2, 0.25, -1.555, 0.043, 0.66, 913.951, 2012-02-25 07:15:00, 0.108, 98.5, 233.3
0.144, 0.366, -1.952, 85.2, 0.0, -1.461, 0.165, 1.054, 914.201, 2012-02-25 07:30:00, 0.216, 97.2, 257.5
0.018, 0.417, -2.219, 83.7, 0.25, -2.01, 0.151, 1.157, 914.421, 2012-02-25 07:45:00, 0.09, 96.6, 252.6
0.018, 0.406, -2.458, 85.9, 0.0, -2.98, 0.172, 1.198, 914.691, 2012-02-25 08:00:00, 0.287, 94.5, 263.5
0.0, 0.401, -2.643, 85.6, 0.0, -3.813, 0.072, 0.927, 914.895, 2012-02-25 08:15:00, 0.018, 95.6, 284.2
0.0, 0.27, -2.794, 85.8, 0.0, -3.206, 0.054, 1.022, 915.162, 2012-02-25 08:30:00, 0.0, 95.5, 259.1
0.0, 0.235, -2.844, 86.1, 0.25, -2.011, 0.047, 1.133, 915.39, 2012-02-25 08:45:00, 0.054, 96.1, 259.0
0.126, 0.137, -2.934, 86.1, 0.0, -2.456, 0.05, 0.817, 915.644, 2012-02-25 09:00:00, 0.737, 96.3, 251.2
1.06, 0.378, -3.101, 85.8, 0.0, -3.59, 0.057, 1.189, 915.896, 2012-02-25 09:15:00, 2.965, 95.3, 240.7
2.785, 0.368, -3.251, 86.2, 0.0, -3.752, 0.039, 1.156, 916.255, 2012-02-25 09:30:00, 7.314, 95.1, 253.5
4.133, 0.328, -3.349, 86.3, 0.0, -2.219, 0.025, 1.192, 916.492, 2012-02-25 09:45:00, 10.98, 95.6, 254.2
6.955, 0.433, -3.429, 86.7, 0.0, -2.56, 0.025, 1.355, 916.86, 2012-02-25 10:00:00, 18.17, 95.5, 252.0
9.42, 0.494, -3.506, 86.8, 0.0, -2.948, 0.047, 1.699, 917.23, 2012-02-25 10:15:00, 24.91, 95.0, 248.4
11.84, 0.378, -3.553, 86.8, 0.0, -2.977, 0.032, 1.642, 917.599, 2012-02-25 10:30:00, 31.45, 94.6, 256.1
14.18, 0.633, -3.634, 86.8, 0.0, -2.862, 0.05, 1.848, 917.969, 2012-02-25 10:45:00, 37.92, 94.4, 252.1
16.5, 0.269, -3.773, 86.8, 0.0, -3.084, 0.083, 1.634, 918.474, 2012-02-25 11:00:00, 43.62, 93.9, 245.4
19.25, 0.43, -3.916, 86.9, 0.0, -3.695, 0.147, 1.819, 918.676, 2012-02-25 11:15:00, 49.8, 94.2, 240.7
26.0, 0.489, -3.973, 86.8, 0.0, -3.896, 0.118, 1.827, 919.076, 2012-02-25 11:30:00, 66.91, 93.0, 254.9
36.7, 0.49, -3.895, 86.8, 0.0, -3.95, 0.054, 1.91, 919.194, 2012-02-25 11:45:00, 95.4, 90.7, 230.1
40.97, 0.49, -3.914, 86.7, 0.0, -4.657, 0.118, 1.883, 919.544, 2012-02-25 12:00:00, 105.5, 90.2, 251.0
45.18, 0.524, -4.034, 86.7, 0.0, -5.182, 0.194, 2.04, 919.945, 2012-02-25 12:15:00, 116.1, 90.2, 260.2
53.93, 0.368, -3.911, 86.7, 0.0, -5.225, 0.054, 1.536, 920.146, 2012-02-25 12:30:00, 140.4, 89.5, 249.3
45.52, 0.356, -4.145, 86.6, 0.0, -5.874, 0.399, 1.791, 920.545, 2012-02-25 12:45:00, 118.1, 90.2, 241.9
44.19, 0.527, -4.336, 86.6, 0.0, -5.634, 0.402, 2.095, 920.892, 2012-02-25 13:00:00, 115.7, 89.9, 256.0
54.31, 0.5, -4.312, 86.5, 0.0, -5.587, 0.259, 2.028, 921.278, 2012-02-25 13:15:00, 140.6, 89.2, 222.5
57.65, 0.58, -4.455, 86.5, 0.0, -6.058, 0.334, 2.194, 921.629, 2012-02-25 13:30:00, 150.5, 87.1, 249.1
51.33, 0.432, -4.617, 86.5, 0.0, -6.155, 0.402, 2.163, 921.874, 2012-02-25 13:45:00, 134.6, 85.2, 265.3
38.89, 0.351, -4.817, 86.4, 0.0, -5.476, 0.309, 2.092, 922.229, 2012-02-25 14:00:00, 101.5, 88.0, 242.6
47.03, 0.345, -4.843, 86.4, 0.0, -5.257, 0.208, 2.131, 922.352, 2012-02-25 14:15:00, 121.0, 87.8, 227.5
61.37, 0.514, -4.779, 86.3, 0.0, -6.144, 0.133, 2.366, 922.725, 2012-02-25 14:30:00, 157.0, 84.8, 237.3
57.8, 0.398, -4.65, 86.1, 0.0, -6.88, 0.111, 1.787, 922.958, 2012-02-25 14:45:00, 150.0, 85.5, 253.5
58.32, 0.507, -4.607, 86.0, 0.0, -7.096, 0.172, 1.69, 923.097, 2012-02-25 15:00:00, 148.3, 85.5, 248.3
58.55, 0.342, -4.741, 86.1, 0.0, -6.719, 0.359, 2.107, 923.463, 2012-02-25 15:15:00, 149.2, 85.9, 250.5
56.22, 0.625, -4.636, 85.9, 0.0, -6.216, 0.219, 1.736, 923.695, 2012-02-25 15:30:00, 141.2, 86.6, 237.1
70.63, 0.651, -4.149, 85.6, 0.0, -6.158, -0.079, 1.504, 923.961, 2012-02-25 15:45:00, 178.6, 84.4, 256.4
55.46, 0.465, -4.478, 85.4, 0.0, -8.43, 0.377, 1.337, 924.192, 2012-02-25 16:00:00, 139.2, 83.9, 241.9
52.44, 0.48, -4.595, 85.0, 0.0, -9.64, 0.37, 1.552, 924.424, 2012-02-25 16:15:00, 127.9, 85.7, 253.4
44.84, 0.457, -4.448, 84.8, 0.0, -8.65, 0.205, 1.233, 924.824, 2012-02-25 16:30:00, 112.1, 83.2, 229.8
43.17, 0.603, -4.395, 84.6, 0.0, -7.706, 0.215, 1.213, 925.158, 2012-02-25 16:45:00, 108.5, 85.3, 266.5
38.71, 0.488, -4.666, 84.7, 0.0, -8.03, 0.19, 0.953, 925.527, 2012-02-25 17:00:00, 97.4, 84.9, 267.9
22.7, 0.595, -5.266, 84.8, 0.0, -7.588, 0.589, 1.388, 925.664, 2012-02-25 17:15:00, 57.1, 85.4, 260.2
18.42, 0.388, -5.523, 85.3, 0.0, -5.954, 0.409, 1.603, 925.768, 2012-02-25 17:30:00, 46.22, 88.7, 262.6
16.91, 0.387, -5.616, 85.0, 0.0, -5.282, 0.219, 1.403, 926.01, 2012-02-25 17:45:00, 42.61, 87.6, 260.9
16.21, 0.376, -5.732, 85.2, 0.0, -4.762, 0.151, 1.444, 926.394, 2012-02-25 18:00:00, 41.81, 86.8, 245.2
11.43, 0.328, -5.82, 85.2, 0.0, -4.364, 0.154, 1.336, 926.486, 2012-02-25 18:15:00, 29.57, 88.7, 254.8
10.35, 0.317, -5.966, 85.1, 0.0, -3.944, 0.133, 1.456, 926.612, 2012-02-25 18:30:00, 27.18, 85.7, 240.8
8.79, 0.499, -6.16, 85.4, 0.0, -4.098, 0.122, 1.312, 926.869, 2012-02-25 18:45:00, 23.21, 88.8, 286.3
4.997, 0.292, -6.372, 85.5, 0.0, -4.339, 0.162, 1.298, 926.997, 2012-02-25 19:00:00, 13.05, 87.9, 262.6
2.678, 0.331, -6.528, 85.4, 0.0, -3.897, 0.101, 1.348, 927.105, 2012-02-25 19:15:00, 7.748, 89.6, 243.3
1.78, 0.46, -6.691, 85.5, 0.0, -4.336, 0.104, 1.358, 927.114, 2012-02-25 19:30:00, 4.908, 87.9, 253.5
0.575, 0.457, -6.876, 85.5, 0.0, -5.884, 0.104, 0.994, 927.357, 2012-02-25 19:45:00, 1.78, 89.4, 239.5
0.0, 0.341, -7.073, 85.6, 0.0, -8.28, 0.126, 1.0, 927.466, 2012-02-25 20:00:00, 0.252, 89.6, 256.3
0.0, 0.486, -7.238, 85.6, 0.0, -10.14, 0.133, 1.397, 927.742, 2012-02-25 20:15:00, 0.054, 88.5, 254.7
0.036, 0.387, -7.445, 85.7, 0.0, -12.53, 0.129, 1.328, 927.953, 2012-02-25 20:30:00, 0.09, 86.8, 255.8
0.108, 0.419, -7.658, 85.6, 0.0, -13.75, 0.119, 0.986, 928.097, 2012-02-25 20:45:00, 0.054, 89.4, 266.0
0.054, 0.288, -7.726, 85.6, 0.0, -14.35, 0.054, 0.969, 928.326, 2012-02-25 21:00:00, 0.306, 88.4, 268.1
0.09, 0.31, -7.867, 85.7, 0.0, -13.04, 0.05, 0.825, 928.457, 2012-02-25 21:15:00, 0.234, 89.3, 262.6
0.126, 0.197, -8.04, 85.7, 0.0, -14.45, 0.065, 0.576, 928.604, 2012-02-25 21:30:00, 0.198, 90.2, 269.3
0.09, 0.335, -8.05, 85.7, 0.0, -15.07, 0.025, 0.807, 928.807, 2012-02-25 21:45:00, 0.288, 89.3, 274.4
0.108, 0.365, -8.23, 85.7, 0.0, -15.76, 0.043, 0.62, 928.947, 2012-02-25 22:00:00, 0.414, 89.2, 277.0
0.432, 0.233, -8.25, 85.5, 0.0, -18.04, 0.047, 0.951, 929.196, 2012-02-25 22:15:00, 0.575, 89.0, 227.9
0.486, 0.345, -8.54, 85.5, 0.0, -21.15, 0.122, 0.687, 929.435, 2012-02-25 22:30:00, 0.18, 90.3, 240.4
0.054, 0.312, -8.61, 85.6, 0.0, -19.21, 0.007, 0.656, 929.58, 2012-02-25 22:45:00, 0.198, 91.5, 252.7
0.18, 0.303, -8.32, 85.5, 0.0, -14.12, -0.126, 1.044, 929.593, 2012-02-25 23:00:00, 1.043, 89.0, 253.9
0.414, 0.243, -8.37, 85.5, 0.0, -14.26, -0.083, 1.007, 929.697, 2012-02-25 23:15:00, 0.971, 87.7, 256.0
0.432, 0.462, -8.57, 85.5, 0.0, -15.49, 0.036, 0.784, 929.798, 2012-02-25 23:30:00, 0.576, 90.2, 268.3
0.126, 0.2, -8.61, 85.5, 0.0, -12.7, -0.018, 0.5, 929.932, 2012-02-25 23:45:00, 0.378, 89.6, 261.4
0.0, 0.364, -8.37, 85.5, 0.0, -6.523, -0.151, 0.788, 930.066, 2012-02-26 00:00:00, 0.881, 88.8, 260.3
0.0, 0.369, -8.38, 85.5, 0.0, -4.568, -0.126, 1.016, 930.197, 2012-02-26 00:15:00, 0.899, 89.2, 259.8
0.0, 0.432, -8.43, 85.4, 0.0, -4.73, -0.068, 1.254, 930.298, 2012-02-26 00:30:00, 0.63, 87.8, 249.9
0.0, 0.315, -8.54, 85.3, 0.0, -5.229, -0.007, 1.375, 930.427, 2012-02-26 00:45:00, 0.414, 88.2, 263.5
0.0, 0.47, -8.62, 85.2, 0.0, -5.477, 0.0, 1.493, 930.658, 2012-02-26 01:00:00, 0.324, 89.2, 261.2
0.0, 0.478, -8.83, 85.2, 0.0, -7.662, 0.086, 1.2, 930.786, 2012-02-26 01:15:00, 0.108, 88.4, 265.2
0.0, 0.381, -9.07, 85.0, 0.0, -11.84, 0.14, 1.06, 930.925, 2012-02-26 01:30:00, 0.0, 87.7, 246.1
0.072, 0.36, -9.4, 85.2, 0.0, -16.11, 0.187, 0.533, 931.031, 2012-02-26 01:45:00, 0.0, 87.9, 230.8
0.0, 0.512, -9.43, 85.2, 0.0, -16.46, 0.083, 0.478, 931.001, 2012-02-26 02:00:00, 0.126, 87.7, 262.6
0.018, 0.253, -9.7, 85.0, 0.0, -16.05, 0.079, 0.24, 931.276, 2012-02-26 02:15:00, 0.072, 89.7, 184.3
0.0, 0.338, -9.47, 84.9, 0.0, -10.21, -0.115, 0.586, 931.41, 2012-02-26 02:30:00, 0.666, 88.6, 239.2
0.0, 0.352, -9.37, 84.9, 0.0, -7.541, -0.129, 0.662, 931.497, 2012-02-26 02:45:00, 0.989, 89.3, 257.2
0.0, 0.408, -9.35, 84.9, 0.0, -6.815, -0.111, 0.902, 931.631, 2012-02-26 03:00:00, 0.827, 87.5, 260.5
0.0, 0.303, -9.48, 84.9, 0.0, -8.68, 0.007, 0.663, 931.899, 2012-02-26 03:15:00, 0.486, 87.6, 276.1
0.0, 0.316, -9.59, 84.7, 0.0, -9.61, 0.014, 1.044, 932.116, 2012-02-26 03:30:00, 0.468, 88.6, 260.0
0.054, 0.226, -9.66, 84.7, 0.0, -8.91, 0.004, 1.154, 932.133, 2012-02-26 03:45:00, 0.432, 88.7, 260.1
0.108, 0.335, -9.8, 84.7, 0.0, -10.55, 0.05, 0.948, 932.367, 2012-02-26 04:00:00, 0.162, 88.0, 244.9
0.072, 0.423, -9.86, 84.4, 0.0, -9.36, 0.011, 1.234, 932.637, 2012-02-26 04:15:00, 0.342, 87.5, 239.2
0.288, 0.4, -10.08, 84.1, 0.0, -10.73, 0.079, 1.231, 932.718, 2012-02-26 04:30:00, 0.216, 89.1, 238.6
0.432, 0.387, -10.37, 83.8, 0.0, -13.44, 0.158, 1.275, 932.836, 2012-02-26 04:45:00, 0.0, 87.8, 257.7
0.27, 0.295, -10.61, 83.6, 0.0, -13.94, 0.162, 1.455, 933.121, 2012-02-26 05:00:00, 0.018, 87.3, 243.4
0.468, 0.307, -10.86, 83.5, 0.0, -16.04, 0.165, 1.5, 933.211, 2012-02-26 05:15:00, 0.072, 85.2, 235.3
0.54, 0.31, -11.16, 83.6, 0.0, -18.38, 0.183, 0.909, 933.335, 2012-02-26 05:30:00, 0.018, 86.8, 265.4
0.54, 0.329, -11.47, 83.9, 0.0, -18.45, 0.155, 0.716, 933.467, 2012-02-26 05:45:00, 0.054, 88.0, 286.2
0.396, 0.471, -11.36, 83.4, 0.0, -15.27, -0.022, 1.015, 933.693, 2012-02-26 06:00:00, 0.468, 86.1, 278.4
0.522, 0.308, -11.54, 84.1, 0.0, -15.48, 0.047, 0.927, 933.706, 2012-02-26 06:15:00, 0.342, 88.0, 259.6
0.54, 0.357, -11.64, 84.0, 0.0, -15.67, 0.061, 0.96, 933.963, 2012-02-26 06:30:00, 0.27, 87.8, 280.2
0.54, 0.28, -11.71, 84.0, 0.0, -14.76, 0.014, 1.109, 934.086, 2012-02-26 06:45:00, 0.522, 86.0, 260.7
0.486, 0.205, -11.88, 84.1, 0.0, -13.29, 0.036, 0.923, 934.088, 2012-02-26 07:00:00, 0.306, 85.5, 279.6
