station_observations
Rain_Tot, AirTC, time, RH, WS_Avg, DBTCDT
0.0, -0.633, 2012-02-22 01:59:59, 103.5, 4.16, 1.589
0.0, -0.65, 2012-02-22 03:00:00, 103.4, 3.663, 1.589
0.0, -0.638, 2012-02-22 04:00:00, 103.3, 3.855, 1.594
0.0, -0.643, 2012-02-22 04:59:59, 103.1, 3.268, 1.584
0.0, -0.654, 2012-02-22 06:00:00, 103.1, 2.759, 2.42
0.0, -0.656, 2012-02-22 07:00:00, 103.0, 2.398, 2.42
0.0, -0.661, 2012-02-22 07:59:59, 103.0, 1.988, 2.42
0.0, -0.657, 2012-02-22 09:00:00, 103.0, 2.617, 1.61
0.0, -0.675, 2012-02-22 10:00:00, 102.9, 2.656, 1.621
0.0, -0.679, 2012-02-22 10:59:59, 102.9, 2.224, 2.42
0.0, -0.679, 2012-02-22 12:00:00, 102.9, 2.235, 1.625
0.0, -0.68, 2012-02-22 13:00:00, 102.8, 2.6, 1.631
0.0, -0.68, 2012-02-22 13:59:59, 102.8, 1.49, 1.602
0.0, -0.684, 2012-02-22 15:00:00, 102.9, 2.308, 2.42
0.0, -0.69, 2012-02-22 16:00:00, 102.9, 1.789, 2.42
0.0, -0.687, 2012-02-22 16:59:59, 103.0, 1.94, 2.42
0.0, -0.669, 2012-02-22 18:00:00, 103.0, 1.608, 2.42
0.0, -0.67, 2012-02-22 19:00:00, 103.0, 2.18, 2.42
0.0, -0.682, 2012-02-22 19:59:59, 103.0, 2.22, 2.42
0.0, -0.679, 2012-02-22 21:00:00, 103.0, 2.145, 1.661
0.0, -0.662, 2012-02-22 22:00:00, 102.9, 2.232, 2.42
0.0, -0.679, 2012-02-22 22:59:59, 103.0, 1.93, 2.42
0.0, -0.661, 2012-02-23 00:00:00, 103.0, 2.017, 2.42
0.0, -0.66, 2012-02-23 01:00:00, 103.0, 1.729, 2.42
0.0, -0.672, 2012-02-23 01:59:59, 102.9, 1.656, 2.42
0.0, -0.672, 2012-02-23 03:00:00, 102.9, 2.086, 2.42
0.0, -0.671, 2012-02-23 04:00:00, 102.9, 1.873, 2.42
0.0, -0.68, 2012-02-23 04:59:59, 102.8, 1.786, 2.42
0.0, -0.672, 2012-02-23 06:00:00, 102.8, 1.623, 2.42
0.0, -0.685, 2012-02-23 07:00:00, 102.6, 2.74, 2.42
0.0, -0.702, 2012-02-23 07:59:59, 102.4, 2.284, 2.42
0.0, -0.705, 2012-02-23 09:00:00, 102.2, 1.781, 2.42
0.0, -0.705, 2012-02-23 10:00:00, 102.2, 1.381, 1.712
0.0, -0.707, 2012-02-23 10:59:59, 102.1, 1.373, 1.71
0.0, -0.715, 2012-02-23 12:00:00, 102.2, 1.358, 1.704
0.0, -0.72, 2012-02-23 13:00:00, 102.2, 1.398, 1.71
0.0, -0.722, 2012-02-23 13:59:59, 102.1, 1.54, 1.705
0.0, -0.713, 2012-02-23 15:00:00, 102.2, 1.99, 1.719
0.0, -0.705, 2012-02-23 16:00:00, 102.2, 2.568, 1.717
0.0, -0.702, 2012-02-23 16:59:59, 102.2, 2.123, 1.704
0.0, -0.699, 2012-02-23 18:00:00, 102.3, 1.351, 1.707
0.0, -0.697, 2012-02-23 19:00:00, 102.2, 0.98, 2.42
0.0, -0.695, 2012-02-23 19:59:59, 102.2, 1.423, 2.42
0.0, -0.698, 2012-02-23 21:00:00, 102.1, 1.657, 2.42
0.0, -0.7, 2012-02-23 22:00:00, 102.1, 1.489, 2.42
0.0, -0.695, 2012-02-23 22:59:59, 102.1, 1.45, 2.42
0.0, -0.691, 2012-02-24 00:00:00, 102.1, 1.546, 2.42
0.0, -0.692, 2012-02-24 01:00:00, 102.1, 1.708, 2.42
0.0, -0.697, 2012-02-24 01:59:59, 102.1, 1.826, 2.42
0.0, -0.697, 2012-02-24 03:00:00, 102.1, 1.656, 2.42
0.0, -0.697, 2012-02-24 04:00:00, 102.1, 1.564, 1.682
0.0, -0.693, 2012-02-24 04:59:59, 102.1, 1.428, 1.687
0.0, -0.691, 2012-02-24 06:00:00, 102.1, 1.765, 1.688
0.0, -0.691, 2012-02-24 07:00:00, 102.1, 2.062, 2.42
0.0, -0.688, 2012-02-24 07:59:59, 102.1, 2.494, 2.42
0.0, -0.688, 2012-02-24 09:00:00, 102.1, 2.407, 2.42
0.0, -0.685, 2012-02-24 10:00:00, 102.2, 2.457, 1.681
0.0, -0.681, 2012-02-24 10:59:59, 102.2, 2.387, 1.672
0.0, -0.68, 2012-02-24 12:00:00, 102.2, 2.173, 1.692
0.0, -0.679, 2012-02-24 13:00:00, 102.3, 2.348, 2.42
0.0, -0.677, 2012-02-24 13:59:59, 102.3, 2.424, 2.42
0.0, -0.674, 2012-02-24 15:00:00, 102.3, 2.509, 1.704
0.0, -0.678, 2012-02-24 16:00:00, 102.4, 2.559, 1.693
0.0, -0.681, 2012-02-24 16:59:59, 102.4, 2.649, 2.42
0.0, -0.676, 2012-02-24 18:00:00, 102.5, 2.436, 2.42
0.0, -0.674, 2012-02-24 19:00:00, 102.5, 2.288, 2.42
0.0, -0.672, 2012-02-24 19:59:59, 102.5, 2.382, 2.42
0.0, -0.668, 2012-02-24 21:00:00, 102.5, 2.245, 2.42
0.0, -0.668, 2012-02-24 22:00:00, 102.6, 2.067, 2.42
0.0, -0.67, 2012-02-24 22:59:59, 102.6, 2.174, 2.42
0.0, -0.664, 2012-02-25 00:00:00, 102.6, 1.94, 2.42
0.0, -0.666, 2012-02-25 01:00:00, 102.6, 2.033, 2.42
0.0, -0.668, 2012-02-25 01:59:59, 102.6, 1.637, 2.42
0.0, -0.657, 2012-02-25 03:00:00, 102.7, 1.395, 2.42
0.0, -0.653, 2012-02-25 04:00:00, 102.7, 1.881, 2.42
0.0, -0.652, 2012-02-25 04:59:59, 102.8, 1.442, 2.42
0.0, -0.655, 2012-02-25 06:00:00, 102.7, 1.16, 2.42
0.0, -0.657, 2012-02-25 07:00:00, 102.7, 1.837, 2.42
0.0, -0.668, 2012-02-25 07:59:59, 102.6, 1.698, 2.42
0.0, -0.677, 2012-02-25 09:00:00, 102.5, 1.754, 1.74
0.0, -0.678, 2012-02-25 10:00:00, 102.4, 1.614, 1.741
0.0, -0.682, 2012-02-25 10:59:59, 102.3, 1.697, 1.756
0.0, -0.689, 2012-02-25 12:00:00, 102.1, 1.982, 1.745
0.0, -0.693, 2012-02-25 13:00:00, 102.0, 1.972, 1.744
0.0, -0.69, 2012-02-25 13:59:59, 102.0, 2.143, 1.742
0.0, -0.69, 2012-02-25 15:00:00, 101.9, 2.194, 1.759
0.0, -0.694, 2012-02-25 16:00:00, 101.9, 2.233, 1.74
0.0, -0.71, 2012-02-25 16:59:59, 101.8, 2.595, 2.42
0.0, -0.699, 2012-02-25 18:00:00, 101.8, 2.02, 2.42
0.0, -0.7, 2012-02-25 19:00:00, 101.8, 2.027, 1.706
0.0, -0.706, 2012-02-25 19:59:59, 101.7, 1.65, 1.709
0.0, -0.701, 2012-02-25 21:00:00, 101.7, 1.421, 1.735
0.0, -0.699, 2012-02-25 22:00:00, 101.7, 1.184, 1.717
0.0, -0.697, 2012-02-25 22:59:59, 101.7, 1.493, 1.735
0.0, -0.701, 2012-02-26 00:00:00, 101.6, 1.691, 1.733
0.0, -0.703, 2012-02-26 01:00:00, 101.4, 1.631, 1.734
0.0, -0.702, 2012-02-26 01:59:59, 101.1, 1.66, 1.733
0.0, -0.709, 2012-02-26 03:00:00, 100.8, 1.177, 1.725
0.0, -0.716, 2012-02-26 04:00:00, 100.5, 1.963, 1.723
0.0, -0.717, 2012-02-26 04:59:59, 100.4, 1.921, 1.715
0.0, -0.722, 2012-02-26 06:00:00, 100.3, 1.323, 2.42
0.0, -0.724, 2012-02-26 07:00:00, 100.0, 1.76, 1.686
0.0, -0.727, 2012-02-26 07:59:59, 99.8, 1.603, 1.699
0.0, -0.731, 2012-02-26 09:00:00, 99.5, 0.779, 2.42
0.0, -0.73, 2012-02-26 10:00:00, 99.2, 0.486, 1.732
0.0, -0.736, 2012-02-26 10:59:59, 99.0, 1.185, 1.736
0.0, -0.742, 2012-02-26 12:00:00, 98.6, 1.205, 1.736
0.0, -0.75, 2012-02-26 13:00:00, 98.3, 1.569, 1.733
0.0, -0.755, 2012-02-26 13:59:59, 98.1, 1.583, 1.734
0.0, -0.75, 2012-02-26 15:00:00, 98.1, 0.78, 1.724
0.0, -0.749, 2012-02-26 16:00:00, 98.1, 0.487, 1.727
0.0, -0.743, 2012-02-26 16:59:59, 98.1, 1.29, 1.724
0.0, -0.748, 2012-02-26 18:00:00, 98.1, 1.283, 1.73
0.0, -0.738, 2012-02-26 19:00:00, 98.2, 1.363, 1.707
0.0, -0.738, 2012-02-26 19:59:59, 98.3, 1.469, 1.708
0.0, -0.741, 2012-02-26 21:00:00, 98.3, 1.853, 1.713
0.0, -0.743, 2012-02-26 22:00:00, 98.4, 1.93, 1.684
0.0, -0.749, 2012-02-26 22:59:59, 98.6, 1.831, 1.678
0.0, -0.758, 2012-02-27 00:00:00, 98.8, 1.807, 1.7
0.0, -0.759, 2012-02-27 01:00:00, 98.9, 1.785, 1.69
0.0, -0.76, 2012-02-27 01:59:59, 99.0, 1.711, 1.677
0.0, -0.764, 2012-02-27 03:00:00, 99.2, 1.499, 1.701
0.0, -0.763, 2012-02-27 04:00:00, 99.5, 1.29, 1.693
0.0, -0.759, 2012-02-27 04:59:59, 99.5, 1.099, 1.708
0.0, -0.754, 2012-02-27 06:00:00, 99.3, 1.299, 1.672
0.0, -0.753, 2012-02-27 07:00:00, 99.2, 1.813, 1.684
0.0, -0.76, 2012-02-27 07:59:59, 99.2, 2.09, 1.676
0.0, -0.757, 2012-02-27 09:00:00, 99.2, 2.25, 1.677
0.0, -0.756, 2012-02-27 10:00:00, 99.2, 1.75, 1.701
0.0, -0.736, 2012-02-27 10:59:59, 99.2, 2.187, 1.705
0.0, -0.727, 2012-02-27 12:00:00, 99.2, 2.359, 1.715
0.0, -0.723, 2012-02-27 13:00:00, 99.3, 2.52, 1.713
0.0, -0.714, 2012-02-27 13:59:59, 99.5, 2.304, 1.71
0.0, -0.708, 2012-02-27 15:00:00, 99.6, 2.356, 1.708
0.0, -0.706, 2012-02-27 16:00:00, 99.8, 2.03, 1.694
0.0, -0.702, 2012-02-27 16:59:59, 100.0, 2.01, 1.686
0.0, -0.704, 2012-02-27 18:00:00, 100.1, 2.115, 1.692
0.0, -0.7, 2012-02-27 19:00:00, 100.3, 2.112, 1.697
0.0, -0.703, 2012-02-27 19:59:59, 100.4, 1.992, 1.694
0.0, -0.699, 2012-02-27 21:00:00, 100.6, 2.011, 1.69
0.0, -0.7, 2012-02-27 22:00:00, 100.7, 1.432, 1.692
0.0, -0.697, 2012-02-27 22:59:59, 100.7, 1.716, 1.69
0.0, -0.695, 2012-02-28 00:00:00, 100.8, 2.134, 1.67
0.0, -0.692, 2012-02-28 01:00:00, 100.8, 2.303, 1.661
0.0, -0.687, 2012-02-28 01:59:59, 100.9, 2.196, 1.655
0.0, -0.68, 2012-02-28 03:00:00, 101.0, 2.128, 1.683
0.0, -0.673, 2012-02-28 04:00:00, 101.1, 2.238, 1.683
0.0, -0.655, 2012-02-28 04:59:59, 101.1, 1.911, 1.668
0.0, -0.656, 2012-02-28 06:00:00, 101.2, 1.861, 1.678
0.0, -0.669, 2012-02-28 07:00:00, 101.2, 1.679, 1.687
0.0, -0.675, 2012-02-28 07:59:59, 101.3, 1.51, 1.681
0.0, -0.674, 2012-02-28 09:00:00, 101.4, 1.915, 1.684
0.0, -0.67, 2012-02-28 10:00:00, 101.4, 1.782, 1.687
0.0, -0.669, 2012-02-28 10:59:59, 101.3, 2.346, 1.687
0.0, -0.671, 2012-02-28 12:00:00, 101.3, 2.598, 1.686
0.0, -0.67, 2012-02-28 13:00:00, 101.4, 2.321, 1.686
0.0, -0.666, 2012-02-28 13:59:59, 101.5, 2.285, 1.683
0.0, -0.667, 2012-02-28 15:00:00, 101.6, 2.395, 1.683
0.0, -0.672, 2012-02-28 16:00:00, 101.7, 2.275, 1.681
0.0, -0.68, 2012-02-28 16:59:59, 101.8, 2.089, 2.42
0.0, -0.669, 2012-02-28 18:00:00, 101.8, 1.586, 1.672
0.0, -0.668, 2012-02-28 19:00:00, 101.9, 1.753, 1.669
0.0, -0.659, 2012-02-28 19:59:59, 101.9, 1.611, 1.665
0.0, -0.664, 2012-02-28 21:00:00, 102.0, 1.929, 1.668
0.0, -0.662, 2012-02-28 22:00:00, 102.0, 1.991, 1.664
0.0, -0.663, 2012-02-28 22:59:59, 102.1, 2.173, 1.666
0.0, -0.664, 2012-02-29 00:00:00, 102.1, 1.908, 1.665
0.0, -0.663, 2012-02-29 01:00:00, 102.1, 1.883, 1.666
0.0, -0.655, 2012-02-29 01:59:59, 102.1, 1.843, 1.667
0.0, -0.654, 2012-02-29 03:00:00, 102.1, 1.607, 1.661
0.0, -0.655, 2012-02-29 04:00:00, 102.2, 1.768, 1.662
0.0, -0.649, 2012-02-29 04:59:59, 102.2, 1.856, 1.662
0.0, -0.657, 2012-02-29 06:00:00, 102.2, 1.591, 1.66
0.0, -0.646, 2012-02-29 07:00:00, 102.2, 1.814, 1.659
0.0, -0.646, 2012-02-29 07:59:59, 102.2, 1.708, 1.66
0.0, -0.643, 2012-02-29 09:00:00, 102.3, 1.968, 1.663
0.0, -0.642, 2012-02-29 10:00:00, 102.3, 2.099, 1.665
0.0, -0.637, 2012-02-29 10:59:59, 102.3, 2.401, 1.664
0.0, -0.636, 2012-02-29 12:00:00, 102.3, 2.029, 1.662
0.0, -0.628, 2012-02-29 13:00:00, 102.3, 2.276, 1.664
0.0, -0.632, 2012-02-29 13:59:59, 102.4, 2.098, 1.664
0.0, -0.626, 2012-02-29 15:00:00, 102.4, 1.527, 1.661
0.0, -0.619, 2012-02-29 16:00:00, 102.5, 1.245, 1.658
0.0, -0.618, 2012-02-29 16:59:59, 102.5, 0.797, 1.65
0.0, -0.615, 2012-02-29 18:00:00, 102.5, 1.017, 1.646
0.0, -0.622, 2012-02-29 19:00:00, 102.6, 1.233, 2.42
0.0, -0.626, 2012-02-29 19:59:59, 102.6, 1.233, 2.42
0.0, -0.632, 2012-02-29 21:00:00, 102.6, 1.695, 2.42
0.0, -0.627, 2012-02-29 22:00:00, 102.6, 0.968, 2.42
0.0, -0.617, 2012-02-29 22:59:59, 102.6, 0.912, 2.42
0.0, -0.605, 2012-03-01 00:00:00, 102.6, 0.679, 2.42
0.0, -0.599, 2012-03-01 01:00:00, 102.6, 0.637, 2.42
0.0, -0.593, 2012-03-01 01:59:59, 102.6, 0.5, 2.42
0.0, -0.591, 2012-03-01 03:00:00, 102.6, 0.265, 2.42
0.0, -0.587, 2012-03-01 04:00:00, 102.6, 0.498, 2.42
0.0, -0.591, 2012-03-01 04:59:59, 102.6, 0.198, 2.42
0.0, -0.599, 2012-03-01 06:00:00, 102.6, 0.25, 2.42
0.0, -0.605, 2012-03-01 07:00:00, 102.6, 1.066, 2.42
0.0, -0.621, 2012-03-01 07:59:59, 102.5, 1.356, 2.42
0.0, -0.629, 2012-03-01 09:00:00, 102.4, 1.986, 1.672
0.0, -0.633, 2012-03-01 10:00:00, 102.4, 1.673, 1.654
0.0, -0.636, 2012-03-01 10:59:59, 102.3, 2.328, 1.658
0.0, -0.64, 2012-03-01 12:00:00, 102.3, 2.631, 1.633
0.0, -0.653, 2012-03-01 13:00:00, 102.1, 2.578, 1.675
0.0, -0.659, 2012-03-01 13:59:59, 102.0, 2.501, 1.659
0.0, -0.666, 2012-03-01 15:00:00, 101.9, 3.026, 1.645
0.0, -0.663, 2012-03-01 16:00:00, 101.8, 2.968, 2.42
0.0, -0.671, 2012-03-01 16:59:59, 101.7, 2.702, 2.42
0.0, -0.668, 2012-03-01 18:00:00, 101.6, 1.755, 2.42
0.0, -0.662, 2012-03-01 19:00:00, 101.6, 1.395, 2.42
0.0, -0.66, 2012-03-01 19:59:59, 101.6, 1.326, 2.42
0.0, -0.656, 2012-03-01 21:00:00, 101.7, 1.456, 2.42
0.0, -0.658, 2012-03-01 22:00:00, 101.7, 1.451, 2.42
0.0, -0.659, 2012-03-01 22:59:59, 101.8, 1.395, 2.42
0.0, -0.65, 2012-03-02 00:00:00, 101.8, 1.299, 2.42
0.0, -0.644, 2012-03-02 01:00:00, 101.9, 1.18, 2.42
0.0, -0.626, 2012-03-02 01:59:59, 101.9, 0.82, 2.42
0.0, -0.634, 2012-03-02 03:00:00, 102.0, 0.557, 2.42
0.0, -0.634, 2012-03-02 04:00:00, 102.0, 1.665, 2.42
0.0, -0.626, 2012-03-02 04:59:59, 102.0, 1.771, 2.42
0.0, -0.631, 2012-03-02 06:00:00, 102.1, 1.346, 1.673
0.0, -0.634, 2012-03-02 07:00:00, 102.1, 1.43, 1.685
0.0, -0.64, 2012-03-02 07:59:59, 102.1, 1.964, 1.663
0.0, -0.637, 2012-03-02 09:00:00, 102.1, 2.089, 1.677
0.0, -0.649, 2012-03-02 10:00:00, 102.1, 2.393, 1.67
0.0, -0.655, 2012-03-02 10:59:59, 102.2, 1.665, 1.679
0.0, -0.64, 2012-03-02 12:00:00, 102.3, 1.179, 1.668
0.0, -0.642, 2012-03-02 13:00:00, 102.4, 2.644, 1.66
0.0, -0.644, 2012-03-02 13:59:59, 102.5, 2.965, 1.643
0.0, -0.645, 2012-03-02 15:00:00, 102.7, 2.657, 1.655
0.0, -0.644, 2012-03-02 16:00:00, 102.8, 1.963, 1.657
0.0, -0.639, 2012-03-02 16:59:59, 102.9, 1.511, 1.641
0.0, -0.628, 2012-03-02 18:00:00, 102.9, 1.229, 1.645
0.0, -0.621, 2012-03-02 19:00:00, 103.0, 1.093, 1.63
0.0, -0.619, 2012-03-02 19:59:59, 103.0, 0.88, 1.639
0.0, -0.613, 2012-03-02 21:00:00, 103.0, 0.807, 1.63
0.0, -0.611, 2012-03-02 22:00:00, 103.0, 1.417, 2.42
0.0, -0.614, 2012-03-02 22:59:59, 103.0, 1.902, 2.42
0.0, -0.618, 2012-03-03 00:00:00, 103.1, 1.89, 2.42
0.0, -0.617, 2012-03-03 01:00:00, 103.1, 1.438, 2.42
0.0, -0.61, 2012-03-03 01:59:59, 103.1, 1.073, 2.42
0.0, -0.612, 2012-03-03 03:00:00, 103.1, 1.136, 2.42
0.0, -0.608, 2012-03-03 04:00:00, 103.1, 1.429, 2.42
0.0, -0.612, 2012-03-03 04:59:59, 103.2, 1.528, 2.42
0.0, -0.61, 2012-03-03 06:00:00, 103.2, 1.648, 2.42
0.0, -0.615, 2012-03-03 07:00:00, 103.2, 1.576, 2.42
0.0, -0.61, 2012-03-03 07:59:59, 103.2, 1.557, 1.867
0.0, -0.601, 2012-03-03 09:00:00, 103.2, 2.522, 1.889
0.0, -0.591, 2012-03-03 10:00:00, 103.2, 3.929, 1.883
0.0, -0.586, 2012-03-03 10:59:59, 103.2, 4.251, 1.899
0.0, -0.582, 2012-03-03 12:00:00, 103.3, 3.754, 1.915
0.0, -0.592, 2012-03-03 13:00:00, 103.3, 2.687, 1.902
0.0, -0.598, 2012-03-03 13:59:59, 103.3, 3.482, 1.955
0.0, -0.601, 2012-03-03 15:00:00, 103.3, 4.982, 2.42
0.0, -0.601, 2012-03-03 16:00:00, 103.4, 5.01, 2.42
0.0, -0.606, 2012-03-03 16:59:59, 103.4, 3.425, 2.42
0.0, -0.611, 2012-03-03 18:00:00, 103.4, 2.082, 2.42
0.0, -0.608, 2012-03-03 19:00:00, 103.4, 1.819, 2.42
0.0, -0.608, 2012-03-03 19:59:59, 103.4, 1.682, 2.42
0.0, -0.61, 2012-03-03 21:00:00, 103.4, 1.335, 2.42
0.0, -0.609, 2012-03-03 22:00:00, 103.4, 1.818, 2.42
0.0, -0.608, 2012-03-03 22:59:59, 103.4, 1.435, 2.42
0.0, -0.61, 2012-03-04 00:00:00, 103.4, 1.563, 2.42
0.0, -0.618, 2012-03-04 01:00:00, 103.4, 1.935, 2.42
0.0, -0.612, 2012-03-04 01:59:59, 103.4, 2.546, 2.42
0.0, -0.625, 2012-03-04 03:00:00, 103.4, 1.934, 2.42
0.0, -0.618, 2012-03-04 04:00:00, 103.4, 0.832, 2.42
0.0, -0.617, 2012-03-04 04:59:59, 103.4, 0.189, 2.42
0.0, -0.613, 2012-03-04 06:00:00, 103.4, 0.3, 2.42
0.0, -0.614, 2012-03-04 07:00:00, 103.4, 0.235, 2.42
0.0, -0.615, 2012-03-04 07:59:59, 103.4, 0.089, 2.42
0.0, -0.614, 2012-03-04 09:00:00, 103.4, 0.683, 2.42
0.0, -0.622, 2012-03-04 10:00:00, 103.4, 0.651, 2.42
0.0, -0.61, 2012-03-04 10:59:59, 103.4, 0.548, 2.42
0.0, -0.616, 2012-03-04 12:00:00, 103.4, 0.836, 2.42
0.0, -0.611, 2012-03-04 13:00:00, 103.5, 0.485, 2.42
0.0, -0.615, 2012-03-04 13:59:59, 103.5, 0.678, 2.42
0.0, -0.613, 2012-03-04 15:00:00, 103.5, 1.456, 2.42
0.0, -0.615, 2012-03-04 16:00:00, 103.5, 2.105, 2.42
0.0, -0.627, 2012-03-04 16:59:59, 103.5, 2.909, 2.42
0.0, -0.614, 2012-03-04 18:00:00, 103.5, 2.567, 2.42
0.0, -0.613, 2012-03-04 19:00:00, 103.5, 2.035, 2.42
0.0, -0.627, 2012-03-04 19:59:59, 103.5, 1.803, 2.42
0.0, -0.616, 2012-03-04 21:00:00, 103.5, 1.508, 2.42
0.0, -0.623, 2012-03-04 22:00:00, 103.5, 1.049, 2.42
0.0, -0.619, 2012-03-04 22:59:59, 103.5, 1.494, 2.42
0.0, -0.613, 2012-03-05 00:00:00, 103.5, 1.037, 2.42
0.0, -0.626, 2012-03-05 01:00:00, 103.5, 1.19, 2.42
0.0, -0.611, 2012-03-05 01:59:59, 103.5, 1.793, 2.42
0.0, -0.63, 2012-03-05 03:00:00, 103.5, 2.196, 2.42
0.0, -0.634, 2012-03-05 04:00:00, 103.5, 1.983, 2.42
0.0, -0.613, 2012-03-05 04:59:59, 103.5, 1.898, 2.42
0.0, -0.623, 2012-03-05 06:00:00, 103.5, 1.731, 2.42
0.0, -0.631, 2012-03-05 07:00:00, 103.5, 1.26, 2.42
0.0, -0.623, 2012-03-05 07:59:59, 103.5, 1.605, 2.42
0.0, -0.632, 2012-03-05 09:00:00, 103.5, 1.566, 2.42
0.0, -0.628, 2012-03-05 10:00:00, 103.5, 1.089, 2.42
0.0, -0.624, 2012-03-05 10:59:59, 103.5, 1.225, 2.42
0.0, -0.629, 2012-03-05 12:00:00, 103.5, 1.327, 2.42
0.0, -0.629, 2012-03-05 13:00:00, 103.5, 1.384, 2.42
0.0, -0.623, 2012-03-05 13:59:59, 103.5, 1.322, 2.42
0.0, -0.638, 2012-03-05 15:00:00, 103.5, 1.753, 2.42
0.0, -0.623, 2012-03-05 16:00:00, 103.6, 2.143, 2.42
0.0, -0.628, 2012-03-05 16:59:59, 103.6, 2.165, 2.42
0.0, -0.643, 2012-03-05 18:00:00, 103.6, 1.876, 2.42
0.0, -0.648, 2012-03-05 19:00:00, 103.6, 1.75, 2.42
0.0, -0.633, 2012-03-05 19:59:59, 103.6, 2.528, 2.42
0.0, -0.634, 2012-03-05 21:00:00, 103.6, 1.852, 2.42
0.0, -0.638, 2012-03-05 22:00:00, 103.6, 1.697, 2.01
0.0, -0.637, 2012-03-05 22:59:59, 103.6, 1.639, 2.012
0.0, -0.643, 2012-03-06 00:00:00, 103.6, 1.528, 2.011
0.0, -0.639, 2012-03-06 01:00:00, 103.6, 1.294, 2.42
0.0, -0.629, 2012-03-06 01:59:59, 103.6, 1.276, 2.42
0.0, -0.645, 2012-03-06 03:00:00, 103.6, 1.0, 2.42
0.0, -0.627, 2012-03-06 04:00:00, 103.6, 0.461, 2.42
0.0, -0.631, 2012-03-06 04:59:59, 103.6, 0.605, 2.42
0.0, -0.641, 2012-03-06 06:00:00, 103.6, 0.909, 2.01
0.0, -0.634, 2012-03-06 07:00:00, 103.6, 0.663, 2.01
0.0, -0.635, 2012-03-06 07:59:59, 103.6, 0.044, 2.011
0.0, -0.64, 2012-03-06 09:00:00, 103.6, 0.0, 2.42
0.0, -0.639, 2012-03-06 10:00:00, 103.6, 0.007, 2.051
0.0, -0.64, 2012-03-06 10:59:59, 103.6, 0.205, 2.05
0.0, -0.643, 2012-03-06 12:00:00, 103.6, 1.15, 2.009
0.0, -0.634, 2012-03-06 13:00:00, 103.6, 2.039, 2.054
0.0, -0.623, 2012-03-06 13:59:59, 103.6, 2.31, 2.053
0.0, -0.638, 2012-03-06 15:00:00, 103.6, 2.229, 2.009
0.0, -0.645, 2012-03-06 16:00:00, 103.6, 2.255, 2.016
0.0, -0.626, 2012-03-06 16:59:59, 103.7, 3.123, 2.036
0.0, -0.626, 2012-03-06 18:00:00, 103.7, 2.18, 2.03
0.0, -0.636, 2012-03-06 19:00:00, 103.7, 1.518, 2.031
0.0, -0.645, 2012-03-06 19:59:59, 103.7, 2.071, 2.026
0.0, -0.647, 2012-03-06 21:00:00, 103.7, 1.994, 2.023
0.0, -0.647, 2012-03-06 22:00:00, 103.7, 1.965, 2.022
0.0, -0.639, 2012-03-06 22:59:59, 103.7, 1.797, 2.021
0.0, -0.637, 2012-03-07 00:00:00, 103.7, 1.998, 2.02
0.0, -0.63, 2012-03-07 01:00:00, 103.7, 1.139, 2.017
0.0, -0.632, 2012-03-07 01:59:59, 103.7, 1.558, 2.015
0.0, -0.63, 2012-03-07 03:00:00, 103.6, 1.814, 2.011
0.0, -0.635, 2012-03-07 04:00:00, 103.6, 2.144, 2.007
0.0, -0.639, 2012-03-07 04:59:59, 103.6, 2.098, 2.004
0.0, -0.637, 2012-03-07 06:00:00, 103.6, 1.537, 1.999
0.0, -0.634, 2012-03-07 07:00:00, 103.6, 1.155, 1.999
0.0, -0.634, 2012-03-07 07:59:59, 103.6, 1.504, 1.999
0.0, -0.635, 2012-03-07 09:00:00, 103.6, 1.73, 2.0
0.0, -0.636, 2012-03-07 10:00:00, 103.6, 1.63, 2.001
0.0, -0.635, 2012-03-07 10:59:59, 103.6, 1.414, 2.0
0.0, -0.631, 2012-03-07 12:00:00, 103.6, 1.362, 1.997
0.0, -0.618, 2012-03-07 13:00:00, 103.6, 1.412, 1.996
0.0, -0.631, 2012-03-07 13:59:59, 103.6, 1.846, 1.996
0.0, -0.635, 2012-03-07 15:00:00, 103.6, 1.59, 1.993
0.0, -0.637, 2012-03-07 16:00:00, 103.7, 1.809, 1.992
0.0, -0.638, 2012-03-07 16:59:59, 103.7, 1.953, 1.985
0.0, -0.637, 2012-03-07 18:00:00, 103.6, 2.0, 1.981
0.0, -0.634, 2012-03-07 19:00:00, 103.7, 1.402, 1.976
0.0, -0.636, 2012-03-07 19:59:59, 103.7, 1.867, 1.973
0.0, -0.638, 2012-03-07 21:00:00, 103.7, 1.495, 1.969
0.0, -0.636, 2012-03-07 22:00:00, 103.7, 1.201, 1.974
0.0, -0.635, 2012-03-07 22:59:59, 103.7, 1.205, 1.969
0.0, -0.635, 2012-03-08 00:00:00, 103.7, 1.283, 1.973
0.0, -0.632, 2012-03-08 01:00:00, 103.7, 1.161, 1.969
0.0, -0.636, 2012-03-08 01:59:59, 103.7, 1.187, 1.969
0.0, -0.617, 2012-03-08 03:00:00, 103.6, 1.148, 1.961
0.0, -0.617, 2012-03-08 04:00:00, 103.6, 1.508, 1.961
0.0, -0.617, 2012-03-08 04:59:59, 103.6, 1.506, 1.955
0.0, -0.617, 2012-03-08 06:00:00, 103.6, 1.74, 1.955
0.0, -0.618, 2012-03-08 07:00:00, 103.6, 1.74, 1.956
0.0, -0.618, 2012-03-08 07:59:59, 103.6, 1.952, 1.955
