station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, ACTUAL_WIND_DIRECTION, MINIMUM_AIR_TEMPERATURE, ACTUAL_WIND_SPEED, MAXIMUM_AIR_TEMPERATURE, time, WIND_DIRECTION_STD_DEVIATION1, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MAXIMUM_MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1
None, -2.212, None, None, None, None, 2012-10-11 21:00:00, 5.007, None, 15.01, None, 181.0
None, -2.158, None, None, None, None, 2012-10-11 22:00:00, 10.34, None, 14.08, None, 171.0
None, -2.195, None, None, None, None, 2012-10-11 23:00:00, 5.928, None, 17.85, None, 171.3
None, -2.232, None, None, None, None, 2012-10-12 00:00:00, 3.569, None, 22.33, None, 169.0
None, -1.979, None, None, None, None, 2012-10-12 01:00:00, 9.51, None, 17.7, None, 170.4
None, -2.195, None, None, None, None, 2012-10-12 02:00:00, 22.3, None, 15.46, None, 145.4
None, -2.533, None, None, None, None, 2012-10-12 03:00:00, 15.87, None, 19.76, None, 125.6
None, -2.664, None, None, None, None, 2012-10-12 04:00:00, 8.25, None, 19.25, None, 138.8
None, -2.298, None, None, None, None, 2012-10-12 05:00:00, 12.38, None, 15.61, None, 161.6
None, -1.951, None, None, None, None, 2012-10-12 06:00:00, 19.05, None, 18.01, None, 183.0
None, -1.313, None, None, None, None, 2012-10-12 07:00:00, 9.74, None, 16.71, None, 208.8
None, -1.137, None, None, None, None, 2012-10-12 08:00:00, 8.2, None, 9.45, None, 219.9
None, -0.865, None, None, None, None, 2012-10-12 09:00:00, 13.62, None, 5.085, None, 226.8
None, -0.771, None, None, None, None, 2012-10-12 10:00:00, 10.6, None, 3.687, None, 225.1
None, -0.884, None, None, None, None, 2012-10-12 11:00:00, 11.99, None, 3.877, None, 230.4
None, -1.277, None, None, None, None, 2012-10-12 12:00:00, 12.79, None, 16.82, None, 250.3
None, -0.837, None, None, None, None, 2012-10-12 13:00:00, 6.319, None, 24.46, None, 261.6
None, -0.893, None, None, None, None, 2012-10-12 14:00:00, 5.622, None, 11.04, None, 262.0
None, -0.658, None, None, None, None, 2012-10-12 15:00:00, 5.318, None, 36.05, None, 263.4
None, -0.603, None, None, None, None, 2012-10-12 16:00:00, 5.48, None, 37.4, None, 264.8
None, -1.024, None, None, None, None, 2012-10-12 17:00:00, 14.88, None, 28.0, None, 244.6
None, -1.099, None, None, None, None, 2012-10-12 18:00:00, 4.926, None, 13.8, None, 250.2
None, -1.043, None, None, None, None, 2012-10-12 19:00:00, 10.26, None, 6.07, None, 241.0
None, -1.277, None, None, None, None, 2012-10-12 20:00:00, 12.12, None, 12.81, None, 209.6
None, -1.436, None, None, None, None, 2012-10-12 21:00:00, 16.98, None, 24.54, None, 229.3
None, -1.501, None, None, None, None, 2012-10-12 22:00:00, 13.25, None, 27.1, None, 216.1
None, -1.558, None, None, None, None, 2012-10-12 23:00:00, 4.941, None, 32.07, None, 201.9
None, -1.455, None, None, None, None, 2012-10-13 00:00:00, 11.69, None, 23.61, None, 208.4
None, -1.324, None, None, None, None, 2012-10-13 01:00:00, 10.34, None, 0.664, None, 223.0
None, -1.37, None, None, None, None, 2012-10-13 02:00:00, 0.148, None, 0.353, None, 212.8
None, -2.026, None, None, None, None, 2012-10-13 03:00:00, 0.172, None, 0.353, None, 212.8
None, -2.364, None, None, None, None, 2012-10-13 04:00:00, 0.183, None, 0.353, None, 212.8
None, -2.993, None, None, None, None, 2012-10-13 05:00:00, 0.202, None, 0.353, None, 212.9
None, -2.675, None, None, None, None, 2012-10-13 06:00:00, 0.241, None, 0.353, None, 212.9
None, -2.702, None, None, None, None, 2012-10-13 07:00:00, 0.262, None, 0.353, None, 212.9
None, -2.85, None, None, None, None, 2012-10-13 08:00:00, 0.262, None, 0.353, None, 212.9
None, -2.833, None, None, None, None, 2012-10-13 09:00:00, 0.261, None, 0.354, None, 212.9
None, -2.853, None, None, None, None, 2012-10-13 10:00:00, 0.262, None, 0.353, None, 212.9
None, -2.787, None, None, None, None, 2012-10-13 11:00:00, 0.262, None, 0.353, None, 212.9
None, -2.674, None, None, None, None, 2012-10-13 12:00:00, 0.262, None, 0.353, None, 212.9
None, -2.392, None, None, None, None, 2012-10-13 13:00:00, 0.229, None, 0.353, None, 212.8
None, -2.42, None, None, None, None, 2012-10-13 14:00:00, 0.224, None, 0.353, None, 212.8
None, -2.506, None, None, None, None, 2012-10-13 15:00:00, 0.234, None, 0.353, None, 212.8
None, -2.936, None, None, None, None, 2012-10-13 16:00:00, 0.179, None, 0.353, None, 212.8
None, -3.117, None, None, None, None, 2012-10-13 17:00:00, 0.213, None, 0.353, None, 212.8
None, -3.247, None, None, None, None, 2012-10-13 18:00:00, 0.0, None, 0.353, None, 212.7
None, -3.238, None, None, None, None, 2012-10-13 19:00:00, 0.0, None, 0.353, None, 212.7
None, -3.359, None, None, None, None, 2012-10-13 20:00:00, 0.255, None, 0.353, None, 212.7
None, -3.492, None, None, None, None, 2012-10-13 21:00:00, 0.237, None, 0.353, None, 212.7
None, -3.738, None, None, None, None, 2012-10-13 22:00:00, 0.209, None, 0.353, None, 212.7
None, -3.946, None, None, None, None, 2012-10-13 23:00:00, 0.108, None, 0.353, None, 212.6
None, -3.888, None, None, None, None, 2012-10-14 00:00:00, 0.101, None, 0.353, None, 212.6
None, -3.691, None, None, None, None, 2012-10-14 01:00:00, 0.108, None, 0.353, None, 212.6
None, -3.776, None, None, None, None, 2012-10-14 02:00:00, 0.258, None, 0.354, None, 212.5
None, -3.557, None, None, None, None, 2012-10-14 03:00:00, 30.58, None, 0.309, None, 11.01
None, -3.765, None, None, None, None, 2012-10-14 04:00:00, 17.54, None, 13.61, None, 89.0
None, -4.115, None, None, None, None, 2012-10-14 05:00:00, 11.24, None, 62.36, None, 91.9
None, -3.983, None, None, None, None, 2012-10-14 06:00:00, 9.97, None, 58.48, None, 93.8
None, -4.259, None, None, None, None, 2012-10-14 07:00:00, 9.15, None, 51.83, None, 99.8
None, -3.266, None, None, None, None, 2012-10-14 08:00:00, 20.59, None, 33.39, None, 137.4
None, -2.928, None, None, None, None, 2012-10-14 09:00:00, 14.05, None, 34.32, None, 183.6
None, -2.598, None, None, None, None, 2012-10-14 10:00:00, 8.42, None, 40.16, None, 204.6
None, -2.57, None, None, None, None, 2012-10-14 11:00:00, 9.13, None, 32.67, None, 204.0
None, -2.703, None, None, None, None, 2012-10-14 12:00:00, 13.84, None, 30.19, None, 197.2
None, -2.86, None, None, None, None, 2012-10-14 13:00:00, 14.03, None, 32.44, None, 217.9
None, -2.91, None, None, None, None, 2012-10-14 14:00:00, 12.66, None, 32.99, None, 193.4
None, -2.966, None, None, None, None, 2012-10-14 15:00:00, 14.7, None, 26.35, None, 164.7
None, -3.2, None, None, None, None, 2012-10-14 16:00:00, 7.59, None, 21.59, None, 154.2
None, -3.474, None, None, None, None, 2012-10-14 17:00:00, 12.15, None, 17.54, None, 151.6
None, -3.775, None, None, None, None, 2012-10-14 18:00:00, 7.58, None, 24.21, None, 147.0
None, -3.709, None, None, None, None, 2012-10-14 19:00:00, 25.77, None, 18.95, None, 195.0
None, -2.841, None, None, None, None, 2012-10-14 20:00:00, 10.8, None, 41.5, None, 241.7
None, -2.495, None, None, None, None, 2012-10-14 21:00:00, 8.95, None, 43.84, None, 253.7
None, -2.512, None, None, None, None, 2012-10-14 22:00:00, 4.761, None, 24.3, None, 255.2
None, -2.392, None, None, None, None, 2012-10-14 23:00:00, 3.352, None, 10.4, None, 247.2
None, -2.073, None, None, None, None, 2012-10-15 00:00:00, 5.504, None, 19.4, None, 253.9
None, -2.137, None, None, None, None, 2012-10-15 01:00:00, 3.727, None, 26.0, None, 259.0
None, -2.308, None, None, None, None, 2012-10-15 02:00:00, 3.456, None, 12.5, None, 253.9
None, -2.551, None, None, None, None, 2012-10-15 03:00:00, 5.032, None, 10.75, None, 245.2
None, -2.993, None, None, None, None, 2012-10-15 04:00:00, 6.012, None, 12.27, None, 249.7
None, -3.493, None, None, None, None, 2012-10-15 05:00:00, 5.761, None, 34.48, None, 248.7
None, -3.766, None, None, None, None, 2012-10-15 06:00:00, 6.452, None, 34.54, None, 248.6
None, -3.983, None, None, None, None, 2012-10-15 07:00:00, 4.554, None, 25.19, None, 250.5
None, -3.908, None, None, None, None, 2012-10-15 08:00:00, 10.03, None, 19.35, None, 237.0
None, -3.833, None, None, None, None, 2012-10-15 09:00:00, 1.072, None, 17.29, None, 223.0
None, -3.72, None, None, None, None, 2012-10-15 10:00:00, 1.343, None, 9.63, None, 221.8
None, -3.52, None, None, None, None, 2012-10-15 11:00:00, 1.348, None, 7.34, None, 219.7
None, -3.453, None, None, None, None, 2012-10-15 12:00:00, 0.0, None, 4.109, None, 218.3
None, -3.369, None, None, None, None, 2012-10-15 13:00:00, 0.194, None, 0.353, None, 218.3
None, -3.417, None, None, None, None, 2012-10-15 14:00:00, 0.234, None, 0.353, None, 218.3
None, -3.66, None, None, None, None, 2012-10-15 15:00:00, 7.5, None, 0.351, None, 213.3
None, -3.661, None, None, None, None, 2012-10-15 16:00:00, 0.161, None, 0.414, None, 147.1
None, -3.747, None, None, None, None, 2012-10-15 17:00:00, 0.206, None, 0.414, None, 147.1
None, -3.766, None, None, None, None, 2012-10-15 18:00:00, 10.04, None, 0.365, None, 131.9
None, -3.737, None, None, None, None, 2012-10-15 19:00:00, 9.17, None, 0.349, None, 94.5
None, -3.718, None, None, None, None, 2012-10-15 20:00:00, 3.996, None, 0.353, None, 85.4
None, -3.793, None, None, None, None, 2012-10-15 21:00:00, 1.385, None, 0.359, None, 75.8
None, -3.85, None, None, None, None, 2012-10-15 22:00:00, 4.574, None, 0.348, None, 70.5
None, -3.793, None, None, None, None, 2012-10-15 23:00:00, 1.326, None, 0.35, None, 68.66
None, -3.745, None, None, None, None, 2012-10-16 00:00:00, 0.323, None, 0.353, None, 70.4
None, -3.719, None, None, None, None, 2012-10-16 01:00:00, 0.323, None, 0.353, None, 70.4
None, -4.115, None, None, None, None, 2012-10-16 02:00:00, 0.324, None, 0.353, None, 70.4
None, -5.103, None, None, None, None, 2012-10-16 03:00:00, 32.73, None, 0.269, None, 40.48
None, -5.868, None, None, None, None, 2012-10-16 04:00:00, 4.508, None, 0.402, None, 328.9
None, -7.08, None, None, None, None, 2012-10-16 05:00:00, 0.683, None, 0.397, None, 320.0
None, -7.15, None, None, None, None, 2012-10-16 06:00:00, 0.128, None, 0.415, None, 319.8
None, -6.995, None, None, None, None, 2012-10-16 07:00:00, 0.122, None, 0.423, None, 319.8
None, -6.666, None, None, None, None, 2012-10-16 08:00:00, 0.112, None, 0.423, None, 319.8
None, -6.406, None, None, None, None, 2012-10-16 09:00:00, 0.105, None, 0.42, None, 319.8
None, -6.511, None, None, None, None, 2012-10-16 10:00:00, 0.112, None, 0.423, None, 319.8
None, -6.714, None, None, None, None, 2012-10-16 11:00:00, 0.108, None, 0.422, None, 319.8
None, -6.762, None, None, None, None, 2012-10-16 12:00:00, 0.112, None, 0.423, None, 319.8
None, -6.801, None, None, None, None, 2012-10-16 13:00:00, 0.108, None, 0.422, None, 319.8
None, -7.01, None, None, None, None, 2012-10-16 14:00:00, 0.112, None, 0.423, None, 319.8
None, -7.04, None, None, None, None, 2012-10-16 15:00:00, 0.112, None, 0.423, None, 319.8
None, -7.2, None, None, None, None, 2012-10-16 16:00:00, 0.112, None, 0.423, None, 319.8
None, -7.36, None, None, None, None, 2012-10-16 17:00:00, 0.112, None, 0.423, None, 319.8
None, -7.3, None, None, None, None, 2012-10-16 18:00:00, 0.112, None, 0.418, None, 319.8
None, -7.33, None, None, None, None, 2012-10-16 19:00:00, 0.14, None, 0.393, None, 319.8
None, -7.45, None, None, None, None, 2012-10-16 20:00:00, 0.153, None, 0.368, None, 319.8
None, -7.52, None, None, None, None, 2012-10-16 21:00:00, 0.183, None, 0.358, None, 319.8
None, -7.54, None, None, None, None, 2012-10-16 22:00:00, 0.196, None, 0.356, None, 319.8
None, -7.47, None, None, None, None, 2012-10-16 23:00:00, 0.148, None, 0.356, None, 319.8
None, -7.42, None, None, None, None, 2012-10-17 00:00:00, None, None, None, None, None
None, -7.41, None, None, None, None, 2012-10-17 01:00:00, None, None, None, None, None
None, -7.51, None, None, None, None, 2012-10-17 02:00:00, None, None, None, None, None
None, -7.73, None, None, None, None, 2012-10-17 03:00:00, None, None, None, None, None
None, -7.98, None, None, None, None, 2012-10-17 04:00:00, None, None, None, None, None
None, -8.15, None, None, None, None, 2012-10-17 05:00:00, None, None, None, None, None
None, -8.17, None, None, None, None, 2012-10-17 06:00:00, None, None, None, None, None
None, -8.18, None, None, None, None, 2012-10-17 07:00:00, None, None, None, None, None
None, -8.21, None, None, None, None, 2012-10-17 08:00:00, None, None, None, None, None
None, -8.18, None, None, None, None, 2012-10-17 09:00:00, None, None, None, None, None
None, -8.03, None, None, None, None, 2012-10-17 10:00:00, None, None, None, None, None
None, -7.92, None, None, None, None, 2012-10-17 11:00:00, None, None, None, None, None
None, -7.85, None, None, None, None, 2012-10-17 12:00:00, None, None, None, None, None
None, -7.69, None, None, None, None, 2012-10-17 13:00:00, None, None, None, None, None
None, -7.48, None, None, None, None, 2012-10-17 14:00:00, None, None, None, None, None
None, -7.36, None, None, None, None, 2012-10-17 15:00:00, None, None, None, None, None
None, -7.2, None, None, None, None, 2012-10-17 16:00:00, None, None, None, None, None
None, -7.04, None, None, None, None, 2012-10-17 17:00:00, None, None, None, None, None
None, -6.869, None, None, None, None, 2012-10-17 18:00:00, None, None, None, None, None
None, -6.608, None, None, None, None, 2012-10-17 19:00:00, None, None, None, None, None
None, -6.357, None, None, None, None, 2012-10-17 20:00:00, None, None, None, None, None
None, -6.137, None, None, None, None, 2012-10-17 21:00:00, None, None, None, None, None
None, -6.116, None, None, None, None, 2012-10-17 22:00:00, None, None, None, None, None
None, -6.174, None, None, None, None, 2012-10-17 23:00:00, None, None, None, None, None
None, -6.116, None, None, None, None, 2012-10-18 00:00:00, None, None, None, None, None
None, -6.05, None, None, None, None, 2012-10-18 01:00:00, None, None, None, None, None
None, -5.945, None, None, None, None, 2012-10-18 02:00:00, None, None, None, None, None
None, -5.886, None, None, None, None, 2012-10-18 03:00:00, None, None, None, None, None
None, -5.876, None, None, None, None, 2012-10-18 04:00:00, None, None, None, None, None
None, -5.876, None, None, None, None, 2012-10-18 05:00:00, None, None, None, None, None
None, -5.974, None, None, None, None, 2012-10-18 06:00:00, None, None, None, None, None
None, -6.136, None, None, None, None, 2012-10-18 07:00:00, None, None, None, None, None
None, -6.337, None, None, None, None, 2012-10-18 08:00:00, None, None, None, None, None
None, -6.579, None, None, None, None, 2012-10-18 09:00:00, None, None, None, None, None
None, -6.743, None, None, None, None, 2012-10-18 10:00:00, None, None, None, None, None
None, -6.879, None, None, None, None, 2012-10-18 11:00:00, None, None, None, None, None
None, -7.05, None, None, None, None, 2012-10-18 12:00:00, None, None, None, None, None
None, -7.15, None, None, None, None, 2012-10-18 13:00:00, None, None, None, None, None
None, -7.07, None, None, None, None, 2012-10-18 14:00:00, None, None, None, None, None
None, -6.889, None, None, None, None, 2012-10-18 15:00:00, None, None, None, None, None
None, -6.685, None, None, None, None, 2012-10-18 16:00:00, None, None, None, None, None
None, -6.55, None, None, None, None, 2012-10-18 17:00:00, None, None, None, None, None
None, -6.628, None, None, None, None, 2012-10-18 18:00:00, None, None, None, None, None
None, -7.19, None, None, None, None, 2012-10-18 19:00:00, None, None, None, None, None
None, -8.24, None, None, None, None, 2012-10-18 20:00:00, None, None, None, None, None
None, -8.68, None, None, None, None, 2012-10-18 21:00:00, None, None, None, None, None
None, -8.74, None, None, None, None, 2012-10-18 22:00:00, None, None, None, None, None
None, -8.79, None, None, None, None, 2012-10-18 23:00:00, None, None, None, None, None
None, -8.68, None, None, None, None, 2012-10-19 00:00:00, None, None, None, None, None
None, -8.76, None, None, None, None, 2012-10-19 01:00:00, None, None, None, None, None
None, -8.86, None, None, None, None, 2012-10-19 02:00:00, None, None, None, None, None
None, -8.94, None, None, None, None, 2012-10-19 03:00:00, None, None, None, None, None
None, -9.03, None, None, None, None, 2012-10-19 04:00:00, None, None, None, None, None
None, -9.12, None, None, None, None, 2012-10-19 05:00:00, None, None, None, None, None
None, -9.22, None, None, None, None, 2012-10-19 06:00:00, None, None, None, None, None
None, -9.3, None, None, None, None, 2012-10-19 07:00:00, None, None, None, None, None
None, -9.38, None, None, None, None, 2012-10-19 08:00:00, None, None, None, None, None
None, -9.5, None, None, None, None, 2012-10-19 09:00:00, None, None, None, None, None
None, -9.54, None, None, None, None, 2012-10-19 10:00:00, None, None, None, None, None
None, -9.63, None, None, None, None, 2012-10-19 11:00:00, None, None, None, None, None
None, -9.65, None, None, None, None, 2012-10-19 12:00:00, None, None, None, None, None
None, -9.58, None, None, None, None, 2012-10-19 13:00:00, None, None, None, None, None
None, -9.54, None, None, None, None, 2012-10-19 14:00:00, None, None, None, None, None
None, -9.46, None, None, None, None, 2012-10-19 15:00:00, None, None, None, None, None
None, -9.41, None, None, None, None, 2012-10-19 16:00:00, None, None, None, None, None
None, -9.3, None, None, None, None, 2012-10-19 17:00:00, None, None, None, None, None
None, -9.22, None, None, None, None, 2012-10-19 18:00:00, None, None, None, None, None
None, -9.17, None, None, None, None, 2012-10-19 19:00:00, None, None, None, None, None
None, -9.1, None, None, None, None, 2012-10-19 20:00:00, None, None, None, None, None
None, -9.13, None, None, None, None, 2012-10-19 21:00:00, None, None, None, None, None
None, -9.16, None, None, None, None, 2012-10-19 22:00:00, None, None, None, None, None
None, -9.3, None, None, None, None, 2012-10-19 23:00:00, None, None, None, None, None
None, -9.43, None, None, None, None, 2012-10-20 00:00:00, None, None, None, None, None
None, -9.5, None, None, None, None, 2012-10-20 01:00:00, None, None, None, None, None
None, -9.52, None, None, None, None, 2012-10-20 02:00:00, None, None, None, None, None
None, -9.57, None, None, None, None, 2012-10-20 03:00:00, None, None, None, None, None
None, -9.65, None, None, None, None, 2012-10-20 04:00:00, None, None, None, None, None
None, -9.72, None, None, None, None, 2012-10-20 05:00:00, None, None, None, None, None
None, -9.82, None, None, None, None, 2012-10-20 06:00:00, None, None, None, None, None
None, -9.92, None, None, None, None, 2012-10-20 07:00:00, None, None, None, None, None
None, -10.12, None, None, None, None, 2012-10-20 08:00:00, None, None, None, None, None
None, -10.43, None, None, None, None, 2012-10-20 09:00:00, None, None, None, None, None
None, -10.8, None, None, None, None, 2012-10-20 10:00:00, None, None, None, None, None
None, -11.08, None, None, None, None, 2012-10-20 11:00:00, None, None, None, None, None
None, -11.17, None, None, None, None, 2012-10-20 12:00:00, None, None, None, None, None
None, -11.26, None, None, None, None, 2012-10-20 13:00:00, None, None, None, None, None
None, -11.32, None, None, None, None, 2012-10-20 14:00:00, None, None, None, None, None
None, -11.28, None, None, None, None, 2012-10-20 15:00:00, None, None, None, None, None
None, -11.1, None, None, None, None, 2012-10-20 16:00:00, None, None, None, None, None
None, -11.16, None, None, None, None, 2012-10-20 17:00:00, None, None, None, None, None
None, -11.08, None, None, None, None, 2012-10-20 18:00:00, None, None, None, None, None
None, -11.02, None, None, None, None, 2012-10-20 19:00:00, None, None, None, None, None
None, -10.99, None, None, None, None, 2012-10-20 20:00:00, None, None, None, None, None
None, -10.92, None, None, None, None, 2012-10-20 21:00:00, None, None, None, None, None
None, -10.9, None, None, None, None, 2012-10-20 22:00:00, None, None, None, None, None
None, -10.86, None, None, None, None, 2012-10-20 23:00:00, None, None, None, None, None
None, -10.76, None, None, None, None, 2012-10-21 00:00:00, None, None, None, None, None
None, -10.76, None, None, None, None, 2012-10-21 01:00:00, None, None, None, None, None
None, -10.82, None, None, None, None, 2012-10-21 02:00:00, None, None, None, None, None
None, -11.02, None, None, None, None, 2012-10-21 03:00:00, None, None, None, None, None
None, -11.3, None, None, None, None, 2012-10-21 04:00:00, None, None, None, None, None
None, -11.82, None, None, None, None, 2012-10-21 05:00:00, None, None, None, None, None
None, -12.55, None, None, None, None, 2012-10-21 06:00:00, None, None, None, None, None
None, -13.05, None, None, None, None, 2012-10-21 07:00:00, None, None, None, None, None
None, -13.37, None, None, None, None, 2012-10-21 08:00:00, None, None, None, None, None
None, -13.63, None, None, None, None, 2012-10-21 09:00:00, None, None, None, None, None
None, -13.76, None, None, None, None, 2012-10-21 10:00:00, None, None, None, None, None
None, -13.83, None, None, None, None, 2012-10-21 11:00:00, None, None, None, None, None
None, -13.86, None, None, None, None, 2012-10-21 12:00:00, None, None, None, None, None
None, -13.76, None, None, None, None, 2012-10-21 13:00:00, None, None, None, None, None
None, -13.57, None, None, None, None, 2012-10-21 14:00:00, None, None, None, None, None
None, -13.46, None, None, None, None, 2012-10-21 15:00:00, None, None, None, None, None
None, -13.4, None, None, None, None, 2012-10-21 16:00:00, None, None, None, None, None
None, -13.37, None, None, None, None, 2012-10-21 17:00:00, None, None, None, None, None
None, -13.31, None, None, None, None, 2012-10-21 18:00:00, None, None, None, None, None
None, -13.26, None, None, None, None, 2012-10-21 19:00:00, None, None, None, None, None
None, -13.18, None, None, None, None, 2012-10-21 20:00:00, None, None, None, None, None
None, -13.31, None, None, None, None, 2012-10-21 21:00:00, None, None, None, None, None
None, -13.44, None, None, None, None, 2012-10-21 22:00:00, None, None, None, None, None
None, -13.58, None, None, None, None, 2012-10-21 23:00:00, None, None, None, None, None
None, -13.77, None, None, None, None, 2012-10-22 00:00:00, None, None, None, None, None
None, -13.89, None, None, None, None, 2012-10-22 01:00:00, None, None, None, None, None
None, -14.05, None, None, None, None, 2012-10-22 02:00:00, None, None, None, None, None
None, -14.15, None, None, None, None, 2012-10-22 03:00:00, None, None, None, None, None
None, -14.24, None, None, None, None, 2012-10-22 04:00:00, None, None, None, None, None
None, -14.31, None, None, None, None, 2012-10-22 05:00:00, None, None, None, None, None
None, -14.43, None, None, None, None, 2012-10-22 06:00:00, None, None, None, None, None
None, -14.56, None, None, None, None, 2012-10-22 07:00:00, None, None, None, None, None
None, -14.74, None, None, None, None, 2012-10-22 08:00:00, None, None, None, None, None
None, -14.81, None, None, None, None, 2012-10-22 09:00:00, None, None, None, None, None
None, -14.79, None, None, None, None, 2012-10-22 10:00:00, None, None, None, None, None
None, -14.72, None, None, None, None, 2012-10-22 11:00:00, None, None, None, None, None
None, -14.71, None, None, None, None, 2012-10-22 12:00:00, None, None, None, None, None
None, -14.67, None, None, None, None, 2012-10-22 13:00:00, None, None, None, None, None
None, -14.59, None, None, None, None, 2012-10-22 14:00:00, None, None, None, None, None
None, -14.44, None, None, None, None, 2012-10-22 15:00:00, None, None, None, None, None
None, -14.21, None, None, None, None, 2012-10-22 16:00:00, None, None, None, None, None
None, -14.15, None, None, None, None, 2012-10-22 17:00:00, None, None, None, None, None
None, -13.97, None, None, None, None, 2012-10-22 18:00:00, None, None, None, None, None
None, -13.82, None, None, None, None, 2012-10-22 19:00:00, None, None, None, None, None
None, -13.79, None, None, None, None, 2012-10-22 20:00:00, None, None, None, None, None
None, -13.79, None, None, None, None, 2012-10-22 21:00:00, None, None, None, None, None
None, -13.86, None, None, None, None, 2012-10-22 22:00:00, None, None, None, None, None
None, -13.98, None, None, None, None, 2012-10-22 23:00:00, None, None, None, None, None
None, -14.1, None, None, None, None, 2012-10-23 00:00:00, None, None, None, None, None
None, -14.14, None, None, None, None, 2012-10-23 01:00:00, 9.21, None, 1.986, None, 69.02
None, -14.23, None, None, None, None, 2012-10-23 02:00:00, 9.55, None, 1.577, None, 69.27
None, -14.25, None, None, None, None, 2012-10-23 03:00:00, 9.24, None, 2.004, None, 70.1
None, -14.29, None, None, None, None, 2012-10-23 04:00:00, 11.08, None, 1.855, None, 67.42
None, -14.33, None, None, None, None, 2012-10-23 05:00:00, 12.58, None, 1.631, None, 68.71
None, -14.27, None, None, None, None, 2012-10-23 06:00:00, 11.14, None, 2.373, None, 66.87
None, -14.17, None, None, None, None, 2012-10-23 07:00:00, 10.77, None, 2.424, None, 70.4
None, -14.11, None, None, None, None, 2012-10-23 08:00:00, 10.91, None, 2.69, None, 73.7
None, -14.11, None, None, None, None, 2012-10-23 09:00:00, 12.22, None, 2.122, None, 70.7
None, -14.11, None, None, None, None, 2012-10-23 10:00:00, 9.0, None, 2.658, None, 69.35
None, -14.04, None, None, None, None, 2012-10-23 11:00:00, 10.05, None, 2.633, None, 71.6
None, -13.93, None, None, None, None, 2012-10-23 12:00:00, 8.93, None, 3.978, None, 74.1
None, -13.77, None, None, None, None, 2012-10-23 13:00:00, 7.04, None, 4.336, None, 77.3
None, -13.65, None, None, None, None, 2012-10-23 14:00:00, 9.22, None, 4.969, None, 76.6
None, -13.58, None, None, None, None, 2012-10-23 15:00:00, 9.28, None, 4.9, None, 69.69
None, -13.42, None, None, None, None, 2012-10-23 16:00:00, 9.46, None, 7.12, None, 74.2
None, -13.33, None, None, None, None, 2012-10-23 17:00:00, 6.854, None, 7.99, None, 81.8
None, -13.36, None, None, None, None, 2012-10-23 18:00:00, 7.25, None, 7.9, None, 83.0
None, -13.36, None, None, None, None, 2012-10-23 19:00:00, 5.797, None, 8.46, None, 83.7
None, -13.39, None, None, None, None, 2012-10-23 20:00:00, 6.773, None, 9.79, None, 85.9
None, -13.35, None, None, None, None, 2012-10-23 21:00:00, 7.69, None, 5.997, None, 85.7
None, -13.31, None, None, None, None, 2012-10-23 22:00:00, 6.764, None, 9.97, None, 85.9
None, -13.26, None, None, None, None, 2012-10-23 23:00:00, 8.18, None, 8.39, None, 88.3
None, -13.21, None, None, None, None, 2012-10-24 00:00:00, 6.872, None, 7.36, None, 89.3
None, -13.21, None, None, None, None, 2012-10-24 01:00:00, 8.18, None, 5.928, None, 89.8
None, -13.2, None, None, None, None, 2012-10-24 02:00:00, 10.31, None, 3.827, None, 89.3
None, -13.21, None, None, None, None, 2012-10-24 03:00:00, 10.34, None, 3.978, None, 92.1
None, -13.22, None, None, None, None, 2012-10-24 04:00:00, 9.67, None, 5.603, None, 90.6
None, -13.32, None, None, None, None, 2012-10-24 05:00:00, 7.77, None, 4.934, None, 85.2
None, -13.47, None, None, None, None, 2012-10-24 06:00:00, 7.51, None, 5.335, None, 83.3
None, -13.56, None, None, None, None, 2012-10-24 07:00:00, 8.8, None, 5.463, None, 83.5
None, -13.62, None, None, None, None, 2012-10-24 08:00:00, 9.34, None, 4.237, None, 84.2
None, -13.69, None, None, None, None, 2012-10-24 09:00:00, 8.67, None, 3.699, None, 85.0
None, -13.75, None, None, None, None, 2012-10-24 10:00:00, 9.8, None, 3.332, None, 84.4
None, -13.78, None, None, None, None, 2012-10-24 11:00:00, 10.4, None, 3.696, None, 86.6
None, -13.72, None, None, None, None, 2012-10-24 12:00:00, 12.11, None, 2.95, None, 95.2
None, -13.64, None, None, None, None, 2012-10-24 13:00:00, 14.82, None, 2.723, None, 91.9
None, -13.64, None, None, None, None, 2012-10-24 14:00:00, 13.03, None, 4.257, None, 91.4
None, -13.64, None, None, None, None, 2012-10-24 15:00:00, 10.65, None, 5.462, None, 93.9
None, -13.57, None, None, None, None, 2012-10-24 16:00:00, 10.25, None, 4.035, None, 94.6
None, -13.51, None, None, None, None, 2012-10-24 17:00:00, 12.66, None, 2.676, None, 94.7
None, -13.61, None, None, None, None, 2012-10-24 18:00:00, 7.95, None, 5.767, None, 90.3
None, -13.69, None, None, None, None, 2012-10-24 19:00:00, 8.07, None, 6.044, None, 86.5
None, -13.73, None, None, None, None, 2012-10-24 20:00:00, 8.75, None, 5.594, None, 86.7
None, -13.73, None, None, None, None, 2012-10-24 21:00:00, 8.59, None, 4.575, None, 88.3
None, -13.74, None, None, None, None, 2012-10-24 22:00:00, 10.15, None, 4.795, None, 89.4
