station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, ACTUAL_WIND_DIRECTION, MINIMUM_AIR_TEMPERATURE, ACTUAL_WIND_SPEED, MAXIMUM_AIR_TEMPERATURE, time, WIND_DIRECTION_STD_DEVIATION1, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MAXIMUM_MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1
None, -1.268, None, None, None, None, 2012-09-30 17:00:00, None, None, None, None, None
None, -0.978, None, None, None, None, 2012-09-30 18:00:00, None, None, None, None, None
None, -1.333, None, None, None, None, 2012-09-30 19:00:00, None, None, None, None, None
None, -1.773, None, None, None, None, 2012-09-30 20:00:00, None, None, None, None, None
None, -1.079, None, None, None, None, 2012-09-30 21:00:00, None, None, None, None, None
None, -1.286, None, None, None, None, 2012-09-30 22:00:00, None, None, None, None, None
None, -0.546, None, None, None, None, 2012-09-30 23:00:00, None, None, None, None, None
None, -0.368, None, None, None, None, 2012-10-01 00:00:00, None, None, None, None, None
None, -0.265, None, None, None, None, 2012-10-01 01:00:00, None, None, None, None, None
None, -0.117, None, None, None, None, 2012-10-01 02:00:00, None, None, None, None, None
None, -0.08, None, None, None, None, 2012-10-01 03:00:00, None, None, None, None, None
None, 0.902, None, None, None, None, 2012-10-01 04:00:00, None, None, None, None, None
None, -0.611, None, None, None, None, 2012-10-01 05:00:00, None, None, None, None, None
None, -0.313, None, None, None, None, 2012-10-01 06:00:00, None, None, None, None, None
None, -1.285, None, None, None, None, 2012-10-01 07:00:00, None, None, None, None, None
None, -1.107, None, None, None, None, 2012-10-01 08:00:00, None, None, None, None, None
None, -1.191, None, None, None, None, 2012-10-01 09:00:00, None, None, None, None, None
None, -1.501, None, None, None, None, 2012-10-01 10:00:00, None, None, None, None, None
None, -1.575, None, None, None, None, 2012-10-01 11:00:00, None, None, None, None, None
None, -2.138, None, None, None, None, 2012-10-01 12:00:00, None, None, None, None, None
None, -2.862, None, None, None, None, 2012-10-01 13:00:00, None, None, None, None, None
None, -3.465, None, None, None, None, 2012-10-01 14:00:00, None, None, None, None, None
None, -5.104, None, None, None, None, 2012-10-01 15:00:00, None, None, None, None, None
None, -5.734, None, None, None, None, 2012-10-01 16:00:00, None, None, None, None, None
None, -5.944, None, None, None, None, 2012-10-01 17:00:00, None, None, None, None, None
None, -6.116, None, None, None, None, 2012-10-01 18:00:00, None, None, None, None, None
None, -6.676, None, None, None, None, 2012-10-01 19:00:00, None, None, None, None, None
None, -6.919, None, None, None, None, 2012-10-01 20:00:00, None, None, None, None, None
None, -7.18, None, None, None, None, 2012-10-01 21:00:00, None, None, None, None, None
None, -7.51, None, None, None, None, 2012-10-01 22:00:00, None, None, None, None, None
None, -7.7, None, None, None, None, 2012-10-01 23:00:00, None, None, None, None, None
None, -7.97, None, None, None, None, 2012-10-02 00:00:00, None, None, None, None, None
None, -7.93, None, None, None, None, 2012-10-02 01:00:00, None, None, None, None, None
None, -8.31, None, None, None, None, 2012-10-02 02:00:00, None, None, None, None, None
None, -8.54, None, None, None, None, 2012-10-02 03:00:00, None, None, None, None, None
None, -8.65, None, None, None, None, 2012-10-02 04:00:00, None, None, None, None, None
None, -8.76, None, None, None, None, 2012-10-02 05:00:00, None, None, None, None, None
None, -8.69, None, None, None, None, 2012-10-02 06:00:00, None, None, None, None, None
None, -8.82, None, None, None, None, 2012-10-02 07:00:00, None, None, None, None, None
None, -9.02, None, None, None, None, 2012-10-02 08:00:00, None, None, None, None, None
None, -8.77, None, None, None, None, 2012-10-02 09:00:00, None, None, None, None, None
None, -8.63, None, None, None, None, 2012-10-02 10:00:00, None, None, None, None, None
None, -7.99, None, None, None, None, 2012-10-02 11:00:00, None, None, None, None, None
None, -7.64, None, None, None, None, 2012-10-02 12:00:00, None, None, None, None, None
None, -6.863, None, None, None, None, 2012-10-02 13:00:00, None, None, None, None, None
None, -6.97, None, None, None, None, 2012-10-02 14:00:00, None, None, None, None, None
None, -6.533, None, None, None, None, 2012-10-02 15:00:00, None, None, None, None, None
None, -6.215, None, None, None, None, 2012-10-02 16:00:00, None, None, None, None, None
None, -6.118, None, None, None, None, 2012-10-02 17:00:00, None, None, None, None, None
None, -6.117, None, None, None, None, 2012-10-02 18:00:00, None, None, None, None, None
None, -6.261, None, None, None, None, 2012-10-02 19:00:00, None, None, None, None, None
None, -6.298, None, None, None, None, 2012-10-02 20:00:00, None, None, None, None, None
None, -5.531, None, None, None, None, 2012-10-02 21:00:00, None, None, None, None, None
None, -5.54, None, None, None, None, 2012-10-02 22:00:00, None, None, None, None, None
None, -5.406, None, None, None, None, 2012-10-02 23:00:00, None, None, None, None, None
None, -5.351, None, None, None, None, 2012-10-03 00:00:00, None, None, None, None, None
None, -4.92, None, None, None, None, 2012-10-03 01:00:00, None, None, None, None, None
None, -4.332, None, None, None, None, 2012-10-03 02:00:00, None, None, None, None, None
None, -4.341, None, None, None, None, 2012-10-03 03:00:00, None, None, None, None, None
None, -5.378, None, None, None, None, 2012-10-03 04:00:00, None, None, None, None, None
None, -5.924, None, None, None, None, 2012-10-03 05:00:00, None, None, None, None, None
None, -4.683, None, None, None, None, 2012-10-03 06:00:00, None, None, None, None, None
None, -4.227, None, None, None, None, 2012-10-03 07:00:00, None, None, None, None, None
None, -4.892, None, None, None, None, 2012-10-03 08:00:00, None, None, None, None, None
None, -4.512, None, None, None, None, 2012-10-03 09:00:00, None, None, None, None, None
None, -4.56, None, None, None, None, 2012-10-03 10:00:00, None, None, None, None, None
None, -4.428, None, None, None, None, 2012-10-03 11:00:00, None, None, None, None, None
None, -4.903, None, None, None, None, 2012-10-03 12:00:00, None, None, None, None, None
None, -4.94, None, None, None, None, 2012-10-03 13:00:00, None, None, None, None, None
None, -4.589, None, None, None, None, 2012-10-03 14:00:00, None, None, None, None, None
None, -3.965, None, None, None, None, 2012-10-03 15:00:00, None, None, None, None, None
None, -4.447, None, None, None, None, 2012-10-03 16:00:00, None, None, None, None, None
None, -4.476, None, None, None, None, 2012-10-03 17:00:00, None, None, None, None, None
None, -4.532, None, None, None, None, 2012-10-03 18:00:00, None, None, None, None, None
None, -4.835, None, None, None, None, 2012-10-03 19:00:00, None, None, None, None, None
None, -3.209, None, None, None, None, 2012-10-03 20:00:00, None, None, None, None, None
None, -2.953, None, None, None, None, 2012-10-03 21:00:00, None, None, None, None, None
None, -2.136, None, None, None, None, 2012-10-03 22:00:00, None, None, None, None, None
None, -2.111, None, None, None, None, 2012-10-03 23:00:00, None, None, None, None, None
None, -1.078, None, None, None, None, 2012-10-04 00:00:00, None, None, None, None, None
None, -0.349, None, None, None, None, 2012-10-04 01:00:00, None, None, None, None, None
None, -0.31, None, None, None, None, 2012-10-04 02:00:00, None, None, None, None, None
None, 0.117, None, None, None, None, 2012-10-04 03:00:00, None, None, None, None, None
None, 0.118, None, None, None, None, 2012-10-04 04:00:00, None, None, None, None, None
None, -0.238, None, None, None, None, 2012-10-04 05:00:00, None, None, None, None, None
None, 0.147, None, None, None, None, 2012-10-04 06:00:00, None, None, None, None, None
None, 0.334, None, None, None, None, 2012-10-04 07:00:00, None, None, None, None, None
None, -0.547, None, None, None, None, 2012-10-04 08:00:00, None, None, None, None, None
None, 0.586, None, None, None, None, 2012-10-04 09:00:00, None, None, None, None, None
None, 1.979, None, None, None, None, 2012-10-04 10:00:00, None, None, None, None, None
None, 2.736, None, None, None, None, 2012-10-04 11:00:00, None, None, None, None, None
None, 3.327, None, None, None, None, 2012-10-04 12:00:00, None, None, None, None, None
None, 3.233, None, None, None, None, 2012-10-04 13:00:00, None, None, None, None, None
None, 2.886, None, None, None, None, 2012-10-04 14:00:00, None, None, None, None, None
None, 3.477, None, None, None, None, 2012-10-04 15:00:00, None, None, None, None, None
None, 2.858, None, None, None, None, 2012-10-04 16:00:00, None, None, None, None, None
None, 3.064, None, None, None, None, 2012-10-04 17:00:00, None, None, None, None, None
None, 4.738, None, None, None, None, 2012-10-04 18:00:00, None, None, None, None, None
None, 3.976, None, None, None, None, 2012-10-04 19:00:00, None, None, None, None, None
None, 4.456, None, None, None, None, 2012-10-04 20:00:00, None, None, None, None, None
None, 4.786, None, None, None, None, 2012-10-04 21:00:00, None, None, None, None, None
None, 5.645, None, None, None, None, 2012-10-04 22:00:00, 4.547, None, 33.39, None, 333.2
None, 5.371, None, None, None, None, 2012-10-04 23:00:00, 6.699, None, 31.04, None, 334.4
None, 5.513, None, None, None, None, 2012-10-05 00:00:00, 4.861, None, 28.76, None, 325.3
None, 5.626, None, None, None, None, 2012-10-05 01:00:00, 6.034, None, 24.45, None, 324.4
None, 6.508, None, None, None, None, 2012-10-05 02:00:00, 4.362, None, 21.82, None, 332.1
None, 6.062, None, None, None, None, 2012-10-05 03:00:00, 9.51, None, 25.23, None, 325.1
None, 5.806, None, None, None, None, 2012-10-05 04:00:00, 7.14, None, 22.95, None, 313.8
None, 6.289, None, None, None, None, 2012-10-05 05:00:00, 7.39, None, 26.88, None, 320.3
None, 6.707, None, None, None, None, 2012-10-05 06:00:00, 7.42, None, 23.4, None, 329.6
None, 6.517, None, None, None, None, 2012-10-05 07:00:00, 2.611, None, 20.91, None, 338.3
None, 9.25, None, None, None, None, 2012-10-05 08:00:00, 10.75, None, 25.77, None, 345.9
None, 8.98, None, None, None, None, 2012-10-05 09:00:00, 14.34, None, 17.74, None, 29.92
None, 9.4, None, None, None, None, 2012-10-05 10:00:00, 13.1, None, 14.54, None, 37.73
None, 9.22, None, None, None, None, 2012-10-05 11:00:00, 6.389, None, 23.42, None, 34.25
None, 10.66, None, None, None, None, 2012-10-05 12:00:00, 16.75, None, 15.23, None, 62.86
None, 9.73, None, None, None, None, 2012-10-05 13:00:00, 32.84, None, 11.85, None, 8.48
None, 9.54, None, None, None, None, 2012-10-05 14:00:00, 8.13, None, 23.3, None, 327.0
None, 10.19, None, None, None, None, 2012-10-05 15:00:00, 4.374, None, 19.85, None, 313.2
None, 11.07, None, None, None, None, 2012-10-05 16:00:00, 11.37, None, 15.72, None, 329.4
None, 11.04, None, None, None, None, 2012-10-05 17:00:00, 7.1, None, 16.91, None, 338.8
None, 11.44, None, None, None, None, 2012-10-05 18:00:00, 9.75, None, 21.53, None, 356.0
None, 11.36, None, None, None, None, 2012-10-05 19:00:00, 8.4, None, 27.05, None, 359.7
None, 10.17, None, None, None, None, 2012-10-05 20:00:00, 12.38, None, 24.25, None, 12.98
None, 10.26, None, None, None, None, 2012-10-05 21:00:00, 6.929, None, 23.75, None, 37.98
None, 10.41, None, None, None, None, 2012-10-05 22:00:00, 4.475, None, 19.32, None, 39.5
None, 10.02, None, None, None, None, 2012-10-05 23:00:00, 10.61, None, 16.8, None, 29.88
None, 10.07, None, None, None, None, 2012-10-06 00:00:00, 6.266, None, 12.2, None, 17.95
None, 9.91, None, None, None, None, 2012-10-06 01:00:00, 12.48, None, 8.71, None, 31.84
None, 9.93, None, None, None, None, 2012-10-06 02:00:00, 11.99, None, 11.63, None, 27.62
None, 10.32, None, None, None, None, 2012-10-06 03:00:00, 14.56, None, 13.69, None, 10.31
None, 11.25, None, None, None, None, 2012-10-06 04:00:00, 4.962, None, 15.29, None, 25.75
None, 10.85, None, None, None, None, 2012-10-06 05:00:00, 5.458, None, 12.93, None, 36.67
None, 10.79, None, None, None, None, 2012-10-06 06:00:00, 19.63, None, 6.576, None, 1.685
None, 10.47, None, None, None, None, 2012-10-06 07:00:00, 7.2, None, 11.62, None, 315.6
None, 10.13, None, None, None, None, 2012-10-06 08:00:00, 7.53, None, 15.67, None, 313.4
None, 10.38, None, None, None, None, 2012-10-06 09:00:00, 7.28, None, 23.19, None, 326.3
None, 10.16, None, None, None, None, 2012-10-06 10:00:00, 6.493, None, 22.52, None, 325.5
None, 11.44, None, None, None, None, 2012-10-06 11:00:00, 8.93, None, 17.6, None, 313.0
None, 11.53, None, None, None, None, 2012-10-06 12:00:00, 11.06, None, 16.98, None, 314.4
None, 11.62, None, None, None, None, 2012-10-06 13:00:00, 10.65, None, 24.52, None, 317.3
None, 12.08, None, None, None, None, 2012-10-06 14:00:00, 9.79, None, 14.9, None, 302.5
None, 10.73, None, None, None, None, 2012-10-06 15:00:00, 14.23, None, 12.94, None, 294.6
None, 11.43, None, None, None, None, 2012-10-06 16:00:00, 13.99, None, 15.57, None, 301.9
None, 11.65, None, None, None, None, 2012-10-06 17:00:00, 8.53, None, 13.68, None, 312.1
None, 10.03, None, None, None, None, 2012-10-06 18:00:00, 13.08, None, 8.8, None, 296.3
None, 8.65, None, None, None, None, 2012-10-06 19:00:00, 13.95, None, 12.92, None, 290.4
None, 9.83, None, None, None, None, 2012-10-06 20:00:00, 10.45, None, 26.72, None, 318.4
None, 9.38, None, None, None, None, 2012-10-06 21:00:00, 7.1, None, 35.5, None, 320.5
None, 8.45, None, None, None, None, 2012-10-06 22:00:00, 14.85, None, 32.19, None, 321.7
None, 8.0, None, None, None, None, 2012-10-06 23:00:00, 12.33, None, 35.43, None, 312.7
None, 6.489, None, None, None, None, 2012-10-07 00:00:00, 17.11, None, 22.14, None, 309.3
None, 6.271, None, None, None, None, 2012-10-07 01:00:00, 12.44, None, 22.15, None, 294.6
None, 7.11, None, None, None, None, 2012-10-07 02:00:00, 7.39, None, 21.14, None, 290.2
None, 7.82, None, None, None, None, 2012-10-07 03:00:00, 9.99, None, 15.41, None, 297.6
None, 6.536, None, None, None, None, 2012-10-07 04:00:00, 7.79, None, 15.96, None, 295.2
None, 7.82, None, None, None, None, 2012-10-07 05:00:00, 8.9, None, 19.79, None, 295.6
None, 5.863, None, None, None, None, 2012-10-07 06:00:00, 10.89, None, 15.93, None, 300.2
None, 7.62, None, None, None, None, 2012-10-07 07:00:00, 8.76, None, 16.03, None, 304.7
None, 6.584, None, None, None, None, 2012-10-07 08:00:00, 8.77, None, 18.26, None, 318.0
None, 7.6, None, None, None, None, 2012-10-07 09:00:00, 10.95, None, 20.73, None, 327.6
None, 7.29, None, None, None, None, 2012-10-07 10:00:00, 6.166, None, 29.89, None, 337.3
None, 7.25, None, None, None, None, 2012-10-07 11:00:00, 4.986, None, 27.46, None, 329.2
None, 8.09, None, None, None, None, 2012-10-07 12:00:00, 6.447, None, 25.75, None, 337.4
None, 7.65, None, None, None, None, 2012-10-07 13:00:00, 9.41, None, 21.45, None, 347.1
None, 7.52, None, None, None, None, 2012-10-07 14:00:00, 7.46, None, 16.71, None, 329.6
None, 8.51, None, None, None, None, 2012-10-07 15:00:00, 6.509, None, 13.91, None, 318.7
None, 7.85, None, None, None, None, 2012-10-07 16:00:00, 9.22, None, 13.01, None, 316.5
None, 7.19, None, None, None, None, 2012-10-07 17:00:00, 8.97, None, 15.14, None, 322.4
None, 6.774, None, None, None, None, 2012-10-07 18:00:00, 6.651, None, 14.38, None, 325.8
None, 6.669, None, None, None, None, 2012-10-07 19:00:00, 23.71, None, 14.7, None, 0.221
None, 6.85, None, None, None, None, 2012-10-07 20:00:00, 9.82, None, 18.41, None, 46.07
None, 7.24, None, None, None, None, 2012-10-07 21:00:00, 6.336, None, 20.39, None, 45.77
None, 7.51, None, None, None, None, 2012-10-07 22:00:00, 6.904, None, 18.15, None, 51.51
None, 6.851, None, None, None, None, 2012-10-07 23:00:00, 7.53, None, 20.72, None, 46.57
None, 7.56, None, None, None, None, 2012-10-08 00:00:00, 7.87, None, 19.25, None, 76.0
None, 7.45, None, None, None, None, 2012-10-08 01:00:00, 8.84, None, 15.8, None, 80.8
None, 8.93, None, None, None, None, 2012-10-08 02:00:00, 9.48, None, 13.62, None, 84.8
None, 7.91, None, None, None, None, 2012-10-08 03:00:00, 8.36, None, 9.63, None, 66.13
None, 7.87, None, None, None, None, 2012-10-08 04:00:00, 8.85, None, 11.93, None, 74.8
None, 7.62, None, None, None, None, 2012-10-08 05:00:00, 8.72, None, 9.56, None, 78.1
None, 7.81, None, None, None, None, 2012-10-08 06:00:00, 44.32, None, 3.874, None, 51.02
None, 7.94, None, None, None, None, 2012-10-08 07:00:00, 14.54, None, 4.83, None, 272.2
None, 7.81, None, None, None, None, 2012-10-08 08:00:00, 21.59, None, 5.909, None, 235.1
None, 7.72, None, None, None, None, 2012-10-08 09:00:00, 11.61, None, 5.096, None, 207.3
None, 8.47, None, None, None, None, 2012-10-08 10:00:00, 21.72, None, 5.031, None, 203.5
None, 9.85, None, None, None, None, 2012-10-08 11:00:00, 20.05, None, 5.77, None, 166.1
None, 9.33, None, None, None, None, 2012-10-08 12:00:00, 11.2, None, 7.02, None, 130.2
None, 10.42, None, None, None, None, 2012-10-08 13:00:00, 15.13, None, 6.974, None, 135.0
None, 10.14, None, None, None, None, 2012-10-08 14:00:00, 16.46, None, 5.187, None, 145.2
